x,y,latitude,longitude,altitude,horiz_precision,vert_precision,planeType,dip,dipAzimuth,dipAz_dc,strike,declination,unitId,timedate,notes
586170.0522,5284091.373,47.70445467,-85.85137367,3,5,-1,Flow Banding,22,164,170.5820389,74,-6.58203888,SS7, Sun Jul 12 13:45:28 2015,compass
586170.0522,5284091.373,47.70445467,-85.85137367,3,5,-1,Flow Banding,22,185,191.5820389,95,-6.58203888,SS7, Sun Jul 12 13:45:28 2015,compass
586170.0522,5284091.373,47.70445467,-85.85137367,3,5,-1,Flow Banding,21,186,192.5820389,96,-6.58203888,SS7, Sun Jul 12 13:45:28 2015,compass
586170.0522,5284091.373,47.70445467,-85.85137367,3,5,-1,Flow Banding,22,185,191.5820389,95,-6.58203888,SS7, Sun Jul 12 13:45:28 2015,compass
586170.0522,5284091.373,47.70445467,-85.85137367,3,5,-1,Flow Banding,20,198,204.5820389,108,-6.58203888,SS7, Sun Jul 12 13:45:28 2015,compass
586170.0522,5284091.373,47.70445467,-85.85137367,3,5,-1,Flow Banding,24,186,192.5820389,96,-6.58203888,SS7, Sun Jul 12 13:45:28 2015,compass
586171.8021,5284092.549,47.70446502,-85.85135012,3,5,-1,Flow Banding,24.02917862,181.6526642,181.6526642,91.65266418,-6.58203888,South Shore Member, Sun Jul 12 13:45:49 2015, 
586174.3835,5284094.908,47.70448589,-85.85131525,4,5,-1,Flow Banding,17.99534798,181.8084869,181.8084869,91.80848694,-6.58203888,South Shore Member, Sun Jul 12 13:46:26 2015, 
586191.2704,5284074.995,47.70430451,-85.85109414,3,5,-1,Joint,80.4983139,307.2926331,307.2926331,217.2926331,-6.65908051,SS4, Sun Jul 12 06:30:10 2015,1
586191.2704,5284074.995,47.70430451,-85.85109414,3,5,-1,Joint,70,39,45.65908051,309,-6.65908051,SS4, Sun Jul 12 06:30:10 2015,compass
586192.6781,5284075.496,47.70430882,-85.85107528,3,5,-1,Joint,72.77470398,3.89072943,3.89072943,273.8907471,-6.65908051,SS4, Sun Jul 12 06:32:01 2015,1
586193.5292,5284069.424,47.70425409,-85.85106513,3,5,-1,Joint,72.93431091,326.7583313,326.7583313,236.7583313,-6.65908051,SS4, Sun Jul 12 06:33:30 2015,1
586197.8672,5284070.807,47.70426595,-85.85100705,4,5,-1,Joint,66.54033661,39.2063446,39.2063446,309.2063599,-6.65908051,SS4, Sun Jul 12 06:52:16 2015,1
586203.7864,5284068.207,47.70424177,-85.85092868,8,5,-1,Joint,81.91412354,287.5515747,287.5515747,197.5515747,-6.65908051,SS4, Sun Jul 12 06:57:33 2015,1
586203.7864,5284068.207,47.70424177,-85.85092868,8,5,-1,Joint,57.52779388,358.4692383,358.4692383,268.4692383,-6.65908051,SS4, Sun Jul 12 06:57:20 2015,1
586210.9578,5284069.808,47.70425522,-85.85083279,3,5,-1,Joint,77.89603424,90.53780365,90.53780365,0.53780365,-6.65908051,SS4, Sun Jul 12 06:57:53 2015,1
586211.042,5284070.495,47.70426138,-85.85083153,3,5,-1,Joint,66.91030884,332.1870728,332.1870728,242.1870728,-6.65908051,SS4, Sun Jul 12 06:58:21 2015,1
586213.6126,5284070.188,47.70425828,-85.85079733,3,5,-1,Flow Banding,28.36066437,193.6596375,193.6596375,103.6596375,-6.65908051,SS4, Sun Jul 12 07:00:22 2015, 1-Flow banding
586213.6126,5284070.188,47.70425828,-85.85079733,3,5,-1,Flow Banding,45,238,244.6590805,148,-6.65908051,SS4, Sun Jul 12 07:00:22 2015,compass
586214.2215,5284071.115,47.70426654,-85.85078903,3,5,-1,Joint,75.40855408,326.6010437,326.6010437,236.6010437,-6.65908051,SS4, Sun Jul 12 06:58:54 2015,1
586214.5014,5284068.361,47.70424173,-85.85078585,3,5,-1,Flow Banding,9.17295647,94.6295166,94.6295166,4.6295166,-6.65908051,SS4, Sun Jul 12 07:02:49 2015, 1-flow banding
586214.517,5284068.152,47.70423984,-85.85078568,3,5,-1,Joint,65.93772888,39.26355743,39.26355743,309.2635498,-6.65908051,SS4, Sun Jul 12 07:04:16 2015,1
586214.517,5284068.152,47.70423984,-85.85078568,3,5,-1,Joint,75.62177277,337.875885,337.875885,247.875885,-6.65908051,SS4, Sun Jul 12 07:03:15 2015,1
586222.5336,5284066.621,47.70422501,-85.85067915,3,5,-1,Joint,71.7689209,359.7652283,359.7652283,269.7652283,-6.65908051,SS4, Sun Jul 12 07:04:32 2015,1
586222.6598,5284067.867,47.7042362,-85.85067722,3,5,-1,Flow Banding,20.74068642,228.7019959,228.7019959,138.7019959,-6.65908051,SS4, Sun Jul 12 07:05:23 2015, 1 - banding
586268.93,5284006.527,47.70367821,-85.85007272,6,5,-1,Flow Banding,52.36628723,117.8963623,117.8963623,27.8963623,-6.65908051,SS5, Sun Jul 12 07:29:22 2015,2
586268.93,5284006.527,47.70367821,-85.85007272,6,5,-1,Flow Banding,29,146,152.6590805,56,-6.65908051,SS5, Sun Jul 12 07:29:22 2015,compass
586268.93,5284006.527,47.70367821,-85.85007272,6,5,-1,Flow Banding,47,153,159.6590805,63,-6.65908051,SS5, Sun Jul 12 07:29:22 2015,compass
586269.171,5284007.663,47.7036884,-85.85006928,4,5,-1,Joint,85.96224213,137.2951813,137.2951813,47.29518127,-6.65908051,SS5, Sun Jul 12 07:27:10 2015,2
586269.7233,5284006.05,47.70367381,-85.85006224,6,5,-1,Joint,68.87255859,338.4558716,338.4558716,248.4558716,-6.65908051,SS5, Sun Jul 12 07:27:55 2015,2
586270.509,5284009.472,47.70370449,-85.85005109,4,5,-1,Flow Banding,29.10610008,146.2199554,146.2199554,56.21995544,-6.65908051,SS5, Sun Jul 12 07:31:35 2015,2
586270.511,5284008.489,47.70369565,-85.85005126,3,5,-1,Flow Banding,47.8894043,153.1315308,153.1315308,63.13153076,-6.65908051,SS5, Sun Jul 12 07:30:35 2015,2
586273.5696,5284007.938,47.70369028,-85.85001061,6,5,-1,Flow Banding,37.5598259,120.6875382,120.6875382,30.68753815,-6.65908051,SS5, Sun Jul 12 07:43:42 2015, 
586274.2732,5284009.262,47.7037021,-85.85000097,6,5,-1,Flow Banding,35.04359436,171.7487946,171.7487946,81.74879456,-6.65908051,SS5, Sun Jul 12 07:23:21 2015,2
586274.7516,5284008.817,47.70369804,-85.84999468,3,5,-1,Flow Banding,60.84572983,73.28400421,73.28400421,343.2839966,-6.65908051,SS5, Sun Jul 12 07:25:29 2015,2
586277.9513,5284000.875,47.70362616,-85.84995361,3,5,-1,Joint,72.51641846,320.0306091,320.0306091,230.0306091,-6.65908051,SS5, Sun Jul 12 07:15:34 2015,2
586284.2334,5284002.645,47.70364125,-85.84986954,4,5,-1,Joint,75.31085205,84.10440826,84.10440826,354.1044006,-6.65908051,SS5, Sun Jul 12 07:14:06 2015,2
586284.7513,5284004.624,47.70365898,-85.84986225,3,5,-1,Joint,80.68956757,135.7996979,135.7996979,45.79969788,-6.65908051,SS5, Sun Jul 12 07:14:33 2015,2
586360.9882,5283958.805,47.70323661,-85.84885533,3,5,-1,Flow Banding,24.85949516,194.6690064,194.6690064,104.6690064,-6.65908051,SS6, Sun Jul 12 07:59:59 2015,3
586360.9882,5283958.805,47.70323661,-85.84885533,3,5,-1,Flow Banding,31,194,200.6590805,104,-6.65908051,SS6, Sun Jul 12 07:59:59 2015,compass
586360.9882,5283958.805,47.70323661,-85.84885533,3,5,-1,Flow Banding,40,201,207.6590805,111,-6.65908051,SS6, Sun Jul 12 07:59:59 2015,compass
586360.9882,5283958.805,47.70323661,-85.84885533,3,5,-1,Flow Banding,35,172,178.6590805,82,-6.65908051,SS6, Sun Jul 12 07:59:59 2015,compass
586360.9882,5283958.805,47.70323661,-85.84885533,3,5,-1,Joint,78.97168732,265.0247498,265.0247498,175.0247498,-6.65908051,SS6, Sun Jul 12 07:55:34 2015,3
586361.3131,5283957.683,47.70322647,-85.84885122,4,5,-1,Joint,71.54472351,339.7080994,339.7080994,249.7080994,-6.65908051,SS6, Sun Jul 12 07:55:16 2015,3
586362.4719,5283958.85,47.70323682,-85.84883555,3,5,-1,Joint,84.89495087,63.72535706,63.72535706,333.7253418,-6.65908051,SS6, Sun Jul 12 07:55:01 2015,3
586374.4148,5283950.88,47.70316352,-85.84867797,6,5,-1,Flow Banding,24.00914574,141.4680481,141.4680481,51.4680481,-6.65908051,SS6, Sun Jul 12 08:05:01 2015,3
586375.6417,5283947.465,47.70313263,-85.84866229,8,5,-1,Flow Banding,38.71371078,212.1245728,212.1245728,122.1245728,-6.65908051,SS6, Sun Jul 12 08:03:08 2015,3
586381.4844,5283951.292,47.70316629,-85.84858367,3,5,-1,Flow Banding,24.27089691,164.0274506,164.0274506,74.02745056,-6.65908051,SS6, Sun Jul 12 08:20:00 2015,3
586381.4844,5283951.292,47.70316629,-85.84858367,3,5,-1,Flow Banding,29.33402252,208.7093048,208.7093048,118.7093048,-6.65908051,SS6, Sun Jul 12 08:06:28 2015,3
586385.3567,5283918.436,47.7028702,-85.84853858,3,5,-1,Flow Banding,25.74952316,171.3491821,171.3491821,81.34918213,-6.65908051,SS6, Sun Jul 12 08:20:50 2015,3
586385.5305,5283917.32,47.70286014,-85.84853648,3,5,-1,Flow Banding,21.74712753,135.4753876,135.4753876,45.47538757,-6.65908051,SS6, Sun Jul 12 08:21:19 2015,3
586385.5697,5283918.071,47.70286689,-85.84853581,3,5,-1,Joint,74.77598572,39.5826149,39.5826149,309.5826111,-6.65908051,SS6, Sun Jul 12 08:22:55 2015,3
586386.7542,5283923.427,47.70291491,-85.84851896,3,5,-1,Flow Banding,22.89156723,195.227066,195.227066,105.227066,-6.65908051,SS6, Sun Jul 12 08:23:31 2015,3
586386.8623,5283916.157,47.70284949,-85.84851896,3,5,-1,Joint,68.28184509,291.1835022,291.1835022,201.1835022,-6.65908051,SS6, Sun Jul 12 08:22:34 2015,3
586387.4006,5283915.485,47.70284337,-85.84851192,6,5,-1,Joint,66.57158661,311.2493286,311.2493286,221.2493286,-6.65908051,SS6, Sun Jul 12 08:22:12 2015,3
586388.744,5283920.317,47.70288667,-85.84849306,3,5,-1,Flow Banding,25.77703667,167.6955261,167.6955261,77.69552612,-6.65908051,SS6, Sun Jul 12 08:24:25 2015,3
586389.016,5283921.481,47.7028971,-85.84848921,3,5,-1,Flow Banding,26.22332764,180.0575104,180.0575104,90.05751038,-6.65908051,SS6, Sun Jul 12 08:23:58 2015,3
586389.0321,5283916.166,47.70284928,-85.84849005,3,5,-1,Flow Banding,18.59252357,185.7271118,185.7271118,95.72711182,-6.58203888,South Shore Member, Sun Jul 12 16:32:11 2015, 
586389.0737,5283916.753,47.70285456,-85.84848938,3,5,-1,Flow Banding,18.6367836,178.6573029,178.6573029,88.65730286,-6.58203888,South Shore Member, Sun Jul 12 16:33:24 2015, 
586389.0737,5283916.753,47.70285456,-85.84848938,3,5,-1,Flow Banding,25.57585144,165.506546,165.506546,75.50654602,-6.58203888,South Shore Member, Sun Jul 12 16:33:16 2015, 
586389.0737,5283916.753,47.70285456,-85.84848938,3,5,-1,Flow Banding,26.8589859,168.8353119,168.8353119,78.83531189,-6.58203888,South Shore Member, Sun Jul 12 16:32:30 2015, 
586390.2917,5283916.054,47.70284811,-85.84847328,3,5,-1,Flow Banding,19.22514343,179.0607605,179.0607605,89.0607605,-6.58203888,South Shore Member, Sun Jul 12 16:31:56 2015, 
586390.786,5283918.339,47.7028686,-85.84846624,3,5,-1,Flow Banding,15.35033798,201.2861481,201.2861481,111.2861481,-6.58203888,South Shore Member, Sun Jul 12 16:32:06 2015, 
586391.0185,5283919.624,47.70288013,-85.84846289,3,5,-1,Joint,64.92311859,328.3977356,328.3977356,238.3977356,-6.65908051,SS6, Sun Jul 12 08:27:09 2015,3
586392.1405,5283920.307,47.70288612,-85.8484478,3,5,-1,Flow Banding,30.89309883,191.6512756,191.6512756,101.6512756,-6.65908051,SS6, Sun Jul 12 08:28:07 2015,3
586392.1405,5283920.307,47.70288612,-85.8484478,3,5,-1,Joint,64.5115509,310.1551819,310.1551819,220.1551819,-6.65908051,SS6, Sun Jul 12 08:27:34 2015,3
586393.6508,5283909.675,47.70279028,-85.84842978,3,5,-1,Flow Banding,24.02667046,196.9726868,196.9726868,106.9726868,-6.65908051,SS6, Sun Jul 12 08:30:03 2015,3
586400.8569,5283912.34,47.70281328,-85.84833322,6,5,-1,Flow Banding,27.14687729,196.2699585,196.2699585,106.2699585,-6.65908051,SS6, Sun Jul 12 08:33:50 2015,3
586401.2504,5283910.831,47.70279966,-85.84832828,3,5,-1,Flow Banding,28.12382507,175.5976563,175.5976563,85.59765625,-6.65908051,SS6, Sun Jul 12 08:34:19 2015,3
586407.6486,5283914.104,47.70282825,-85.84824236,3,5,-1,Flow Banding,24.16733742,176.9842224,176.9842224,86.98422241,-6.65908051,SS6, Sun Jul 12 08:36:16 2015,3
586411.1284,5283900.035,47.70270122,-85.84819878,3,5,-1,Flow Banding,22.71288872,162.6481323,162.6481323,72.64813232,-6.65908051,SS6, Sun Jul 12 08:38:08 2015, 
586411.1689,5283900.697,47.70270717,-85.8481981,6,5,-1,Flow Banding,15.44348621,170.0677795,170.0677795,80.06777954,-6.65908051,SS6, Sun Jul 12 08:37:42 2015,3
586440.2997,5283885.663,47.70256803,-85.84781287,3,5,-1,Joint,84.49452972,79.79112244,79.79112244,349.7911377,-6.65908051,SS6, Sun Jul 12 08:43:28 2015,3
586441.6009,5283905.161,47.70274325,-85.84779167,3,5,-1,Flow Banding,25.96795464,142.8645172,142.8645172,52.86451721,-6.65908051,SS6, Sun Jul 12 08:47:49 2015,3
586443.8076,5283880.707,47.70252298,-85.84776711,3,5,-1,Flow Banding,25.43686485,174.5882568,174.5882568,84.58825684,-6.65908051,SS6, Sun Jul 12 08:45:22 2015,3
586444.7339,5283882.701,47.70254079,-85.84775437,3,5,-1,Joint,84.81349945,72.19966125,72.19966125,342.199646,-6.65908051,SS6, Sun Jul 12 08:43:44 2015,3
586444.8736,5283905.866,47.70274916,-85.84774791,8,5,-1,Flow Banding,10.26464272,165.9354248,165.9354248,75.9354248,-6.65908051,SS6, Sun Jul 12 08:47:15 2015,3
586445.0416,5283880.623,47.70252205,-85.84775068,3,5,-1,Flow Banding,27.69110489,187.4493408,187.4493408,97.44934082,-6.65908051,SS6, Sun Jul 12 08:44:26 2015,3
586445.0416,5283880.623,47.70252205,-85.84775068,3,5,-1,Joint,55.03879166,91.45924377,91.45924377,1.45924377,-6.65908051,SS6, Sun Jul 12 08:44:12 2015,3
586496.0593,5283907.933,47.7027609,-85.84706537,3,5,-1,Flow Banding,16.11826706,169.3836975,169.3836975,79.38369751,-6.65908051,SS6, Sun Jul 12 08:53:00 2015,3
586499.4581,5283907.769,47.70275897,-85.84702011,4,5,-1,Flow Banding,20.41713905,173.929306,173.929306,83.92930603,-6.65908051,SS6, Sun Jul 12 08:57:51 2015,3
586499.7688,5283908.873,47.70276886,-85.84701575,3,5,-1,Flow Banding,20.85085487,174.0634308,174.0634308,84.06343079,-6.65908051,SS6, Sun Jul 12 08:53:50 2015,3
586507.5172,5283916.084,47.70283269,-85.84691106,3,5,-1,Flow Banding,20.67291832,166.6715088,166.6715088,76.67150879,-6.65908051,SS6, Sun Jul 12 08:59:02 2015,3
586513.877,5283913.476,47.70280838,-85.84682683,4,5,-1,Flow Banding,21.78009605,172.9967804,172.9967804,82.9967804,-6.65908051,SS6, Sun Jul 12 09:01:14 2015,3
586519.7432,5283925.019,47.70291144,-85.84674636,24,10,-1,Flow Banding,26.69775581,160.6461029,160.6461029,70.64610291,-6.65908051,SS6, Sun Jul 12 09:00:24 2015,3
586603.0042,5283898.074,47.70265788,-85.84564213,4,5,-1,Flow Banding,24.21482277,149.1134644,149.1134644,59.11346436,-6.65908051,SS6, Sun Jul 12 09:07:41 2015,3
586617.3425,5283859.816,47.70231179,-85.84545865,3,5,-1,Flow Banding,21.2825489,164.6955566,164.6955566,74.69555664,-6.65908051,SS7, Sun Jul 12 09:26:02 2015,4
586617.8037,5283864.742,47.70235605,-85.84545152,6,5,-1,Flow Banding,21.06453133,178.1226959,178.1226959,88.12269592,-6.65908051,SS7, Sun Jul 12 09:18:01 2015, 4 - very good
586617.8037,5283864.742,47.70235605,-85.84545152,6,5,-1,Flow Banding,23,187,193.6590805,97,-6.65908051,SS7, Sun Jul 12 09:18:01 2015,compass
586618.9886,5283855.293,47.70227089,-85.84543761,3,5,-1,Flow Banding,18.07869911,194.2684937,194.2684937,104.2684937,-6.65908051,SS7, Sun Jul 12 09:27:53 2015,4
586619.114,5283860.383,47.70231666,-85.84543493,3,5,-1,Flow Banding,22.88944244,180.4957581,180.4957581,90.49575806,-6.65908051,SS7, Sun Jul 12 09:24:48 2015,4
586619.6693,5283851.828,47.70223963,-85.84542923,3,5,-1,Flow Banding,20.36109161,179.1385956,179.1385956,89.13859558,-6.65908051,SS7, Sun Jul 12 09:31:44 2015,4
586622.6167,5283857.896,47.70229382,-85.84538874,3,5,-1,Flow Banding,18.33518028,184.2262726,184.2262726,94.22627258,-6.65908051,SS7, Sun Jul 12 09:26:56 2015,4
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,17.70347404,201.4681549,201.4681549,111.4681549,-6.58203888,South Shore Member, Mon Jul 13 11:30:24 2015, 
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,15,218,224.5820389,128,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,19,215,221.5820389,125,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,17,212,218.5820389,122,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,26,217,223.5820389,127,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,28,230,236.5820389,140,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,27,242,248.5820389,152,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,15,168,174.5820389,78,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,18,221,227.5820389,131,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,10,222,228.5820389,132,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,13,194,200.5820389,104,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,25,189,195.5820389,99,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586935.3922,5283858.64,47.70225849,-85.84122042,3,5,-1,Flow Banding,23,231,237.5820389,141,-6.58203888,SS11, Mon Jul 13 11:30:24 2015,compass
586983.7688,5283855.115,47.70222026,-85.84057644,4,5,-1,Flow Banding,23.11621475,178.7082977,178.7082977,88.70829773,-6.58203888,South Shore Member, Mon Jul 13 11:32:33 2015, 
586985.1622,5283860.349,47.70226716,-85.84055683,3,5,-1,Flow Banding,22.2302742,147.5731964,147.5731964,57.57319641,-6.58203888,South Shore Member, Mon Jul 13 11:44:08 2015, 
586986.6084,5283862.481,47.70228615,-85.84053713,3,5,-1,Flow Banding,20.77531052,193.7838135,193.7838135,103.7838135,-6.58203888,South Shore Member, Mon Jul 13 11:32:46 2015, 
586986.6963,5283862.491,47.70228623,-85.84053596,3,5,-1,Flow Banding,20.11786079,210.2895203,210.2895203,120.2895203,-6.58203888,South Shore Member, Mon Jul 13 11:43:39 2015, 
586993.882,5283859.357,47.70225706,-85.84044082,3,5,-1,Flow Banding,20.53841019,149.7176514,149.7176514,59.71765137,-6.58203888,South Shore Member, Mon Jul 13 11:33:18 2015, 
587002.2676,5283863.465,47.70229289,-85.84032825,3,5,-1,Flow Banding,21.7963295,185.6915741,185.6915741,95.6915741,-6.58203888,South Shore Member, Mon Jul 13 11:33:33 2015, 
587008.5448,5283863.876,47.70229574,-85.84024452,4,5,-1,Flow Banding,15.92127132,198.5754547,198.5754547,108.5754547,-6.58203888,South Shore Member, Mon Jul 13 11:43:04 2015, 
587019.3328,5283868.841,47.70233895,-85.84009976,3,5,-1,Flow Banding,18.97001266,154.230835,154.230835,64.23083496,-6.58203888,South Shore Member, Mon Jul 13 11:34:23 2015, 
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,12,154,160.5820389,64,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,13,167,173.5820389,77,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,14,159,165.5820389,69,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,21,176,182.5820389,86,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,12,174,180.5820389,84,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,13,172,178.5820389,82,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,14,185,191.5820389,95,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,21,177,183.5820389,87,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,20,186,192.5820389,96,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,22,170,176.5820389,80,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,14,170,176.5820389,80,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,13,171,177.5820389,81,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,16,183,189.5820389,93,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Flow Banding,14,174,180.5820389,84,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Joint,70,344,350.5820389,254,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Joint,72,322,328.5820389,232,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Joint,74,350,356.5820389,260,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Joint,69,15,21.58203888,285,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Joint,79,304,310.5820389,214,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Joint,78,358,364.5820389,268,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Joint,73,336,342.5820389,246,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Joint,72,345,351.5820389,255,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Joint,80,82,88.58203888,352,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593259.3903,5284525.216,47.70737262,-85.75680376,3,5,-1,Joint,71,341,347.5820389,251,-6.58203888,SS19, Fri Jul 17 15:09:53 2015,compass
593516.3203,5284391.2,47.70612992,-85.75340834,4,5,-1,Flow Banding,18,170,176.5820389,80,-6.58203888,SS20, Fri Jul 17 15:09:53 2015,compass
593516.3203,5284391.2,47.70612992,-85.75340834,4,5,-1,Flow Banding,23,182,188.5820389,92,-6.58203888,SS20, Fri Jul 17 15:09:53 2015,compass
593516.3203,5284391.2,47.70612992,-85.75340834,4,5,-1,Flow Banding,15,171,177.5820389,81,-6.58203888,SS20, Fri Jul 17 15:09:53 2015,compass
593516.3203,5284391.2,47.70612992,-85.75340834,4,5,-1,Flow Banding,18,183,189.5820389,93,-6.58203888,SS20, Fri Jul 17 15:09:53 2015,compass
593516.3203,5284391.2,47.70612992,-85.75340834,4,5,-1,Flow Banding,24,171,177.5820389,81,-6.58203888,SS20, Fri Jul 17 15:09:53 2015,compass
593516.3203,5284391.2,47.70612992,-85.75340834,4,5,-1,Flow Banding,16,178,184.5820389,88,-6.58203888,SS20, Fri Jul 17 15:09:53 2015,compass
593516.3203,5284391.2,47.70612992,-85.75340834,4,5,-1,Flow Banding,23,175,181.5820389,85,-6.58203888,SS20, Fri Jul 17 15:09:53 2015,compass
594037.0138,5284352.2,47.70570349,-85.74647751,3,5,-1,Flow Banding,18.44487572,182.3097992,182.3097992,92.30979919,-6.65908051,SSc, Fri Jul 17 15:46:51 2015, 
594037.306,5284350.858,47.70569138,-85.7464739,3,5,-1,Joint,84.26399994,9.21091557,9.21091557,279.210907,-6.65908051,SSc, Fri Jul 17 15:47:53 2015, 
594037.306,5284350.858,47.70569138,-85.7464739,3,5,-1,Joint,87.8258667,219.0340271,219.0340271,129.0340271,-6.65908051,SSc, Fri Jul 17 15:47:40 2015, 
594042.9279,5284347.031,47.70565613,-85.74639981,3,5,-1,Flow Banding,24.28996468,196.6254273,196.6254273,106.6254273,-6.65908051,SSc, Fri Jul 17 15:48:45 2015, 
594043.4861,5284346.35,47.70564993,-85.74639251,6,5,-1,Flow Banding,23,183,189.5820389,93,-6.58203888,SS21, Fri Jul 17 15:09:53 2015,compass
594043.4861,5284346.35,47.70564993,-85.74639251,6,5,-1,Flow Banding,18,188,194.5820389,98,-6.58203888,SS21, Fri Jul 17 15:09:53 2015,compass
594043.4861,5284346.35,47.70564993,-85.74639251,6,5,-1,Flow Banding,14,162,168.5820389,72,-6.58203888,SS21, Fri Jul 17 15:09:53 2015,compass
594043.4861,5284346.35,47.70564993,-85.74639251,6,5,-1,Flow Banding,16,169,175.5820389,79,-6.58203888,SS21, Fri Jul 17 15:09:53 2015,compass
594043.4861,5284346.35,47.70564993,-85.74639251,6,5,-1,Flow Banding,24,171,177.5820389,81,-6.58203888,SS21, Fri Jul 17 15:09:53 2015,compass
594043.4861,5284346.35,47.70564993,-85.74639251,6,5,-1,Flow Banding,28,180,186.5820389,90,-6.58203888,SS21, Fri Jul 17 15:09:53 2015,compass
594043.4861,5284346.35,47.70564993,-85.74639251,6,5,-1,Flow Banding,28,177,183.5820389,87,-6.58203888,SS21, Fri Jul 17 15:09:53 2015,compass
