tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	Michipicoten Island	CM1-3	CM1	CM1-3a	CM1-3a:LP-DIR-T	hargrave 2016-04-05 20:31:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	698	K		2	HT	u	0.8	320.6	l	g	-10.5	6.5	12	0
	This study	Michipicoten Island	CM1-3	CM1	CM1-3a	CM1-3a:LP-DIR-T	hargrave 2016-04-05 20:31:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	573	77	K		2	LT	u	67.4	6.0	l	g	66.3	11.7	4	0
	This study	Michipicoten Island	CM1-3	CM1	CM1-3a	CM1-3a:LP-DIR-T	hargrave 2016-04-05 20:31:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	698	K		2	HT	u	0.8	319.6	l	g	16.8	6.5	12	100
	This study	Michipicoten Island	CM1-3	CM1	CM1-3a	CM1-3a:LP-DIR-T	hargrave 2016-04-05 20:31:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	573	77	K		2	LT	u	67.4	139.1	l	g	79.6	11.7	4	100
	This study	Michipicoten Island	CM1-4	CM1	CM1-4a	CM1-4a:LP-DIR-T	hargrave 2016-04-05 20:34:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	748	K		2	HT	u	7.6	178.7	l	g	-40.5	8.6	10	-1
	This study	Michipicoten Island	CM1-4	CM1	CM1-4a	CM1-4a:LP-DIR-T	hargrave 2016-04-05 20:34:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	598	77	K		2	LT	u	59.2	177.2	l	g	40.2	8.4	5	-1
	This study	Michipicoten Island	CM1-4	CM1	CM1-4a	CM1-4a:LP-DIR-T	hargrave 2016-04-05 20:34:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	748	K		2	HT	u	7.6	321.8	l	g	-0.5	8.6	10	0
	This study	Michipicoten Island	CM1-4	CM1	CM1-4a	CM1-4a:LP-DIR-T	hargrave 2016-04-05 20:34:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	598	77	K		2	LT	u	59.2	310.3	l	g	80.0	8.4	5	0
	This study	Michipicoten Island	CM1-4	CM1	CM1-4a	CM1-4a:LP-DIR-T	hargrave 2016-04-05 20:34:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	748	K		2	HT	u	7.6	317.8	l	g	26.7	8.6	10	100
	This study	Michipicoten Island	CM1-4	CM1	CM1-4a	CM1-4a:LP-DIR-T	hargrave 2016-04-05 20:34:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	598	77	K		2	LT	u	59.2	187.6	l	g	64.9	8.4	5	100
	This study	Michipicoten Island	CM1-5	CM1	CM1-5a	CM1-5a:LP-DIR-T	hargrave 2016-04-05 20:36:03	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	698	K		2	HT	u	4.9	185.1	l	g	-48.1	11.3	12	-1
	This study	Michipicoten Island	CM1-5	CM1	CM1-5a	CM1-5a:LP-DIR-T	hargrave 2016-04-05 20:36:03	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	598	77	K		2	LT	u	51.3	184.2	l	g	35.4	6.4	5	-1
	This study	Michipicoten Island	CM1-5	CM1	CM1-5a	CM1-5a:LP-DIR-T	hargrave 2016-04-05 20:36:03	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	698	K		2	HT	u	4.9	320.5	l	g	0.8	11.3	12	0
	This study	Michipicoten Island	CM1-5	CM1	CM1-5a	CM1-5a:LP-DIR-T	hargrave 2016-04-05 20:36:03	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	598	77	K		2	LT	u	51.3	348.7	l	g	83.5	6.4	5	0
	This study	Michipicoten Island	CM1-5	CM1	CM1-5a	CM1-5a:LP-DIR-T	hargrave 2016-04-05 20:36:03	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	698	K		2	HT	u	4.9	316.0	l	g	27.5	11.3	12	100
	This study	Michipicoten Island	CM1-5	CM1	CM1-5a	CM1-5a:LP-DIR-T	hargrave 2016-04-05 20:36:03	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	598	77	K		2	LT	u	51.3	172.7	l	g	64.7	6.4	5	100
	This study	Michipicoten Island	CM1-6	CM1	CM1-6a	CM1-6a:LP-DIR-T	hargrave 2016-04-05 20:37:32	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	748	K		1	HT	u	4.9	188.4	l	g	-71.8	2.7	10	-1
	This study	Michipicoten Island	CM1-6	CM1	CM1-6a	CM1-6a:LP-DIR-T	hargrave 2016-04-05 20:37:32	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	748	K		1	HT	u	4.9	324.7	l	g	-6.9	2.7	10	0
	This study	Michipicoten Island	CM1-6	CM1	CM1-6a	CM1-6a:LP-DIR-T	hargrave 2016-04-05 20:37:32	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	748	K		1	HT	u	4.9	322.8	l	g	21.3	2.7	10	100
	This study	Michipicoten Island	CM1-7	CM1	CM1-7a	CM1-7a:LP-DIR-T	hargrave 2016-04-05 20:38:57	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	773	K		2	HT	u	2.7	145.3	l	g	-66.6	3.9	9	-1
	This study	Michipicoten Island	CM1-7	CM1	CM1-7a	CM1-7a:LP-DIR-T	hargrave 2016-04-05 20:38:57	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	573	77	K		2	LT	u	70.7	168.4	l	g	16.5	20.6	4	-1
	This study	Michipicoten Island	CM1-7	CM1	CM1-7a	CM1-7a:LP-DIR-T	hargrave 2016-04-05 20:38:57	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	773	K		2	HT	u	2.7	321.2	l	g	-10.2	3.9	9	0
	This study	Michipicoten Island	CM1-7	CM1	CM1-7a	CM1-7a:LP-DIR-T	hargrave 2016-04-05 20:38:57	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	573	77	K		2	LT	u	70.7	293.8	l	g	72.8	20.6	4	0
	This study	Michipicoten Island	CM1-7	CM1	CM1-7a	CM1-7a:LP-DIR-T	hargrave 2016-04-05 20:38:57	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	773	K		2	HT	u	2.7	320.2	l	g	17.2	3.9	9	100
	This study	Michipicoten Island	CM1-7	CM1	CM1-7a	CM1-7a:LP-DIR-T	hargrave 2016-04-05 20:38:57	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	573	77	K		2	LT	u	70.7	206.0	l	g	63.4	20.6	4	100
	This study	Michipicoten Island	CM1-8	CM1	CM1-8a	CM1-8a:LP-DIR-T	hargrave 2016-04-05 20:40:22	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	723	K		2	HT	u	10.0	109.7	l	g	-57.3	7.1	11	-1
	This study	Michipicoten Island	CM1-8	CM1	CM1-8a	CM1-8a:LP-DIR-T	hargrave 2016-04-05 20:40:22	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	598	77	K		2	LT	u	50.8	165.1	l	g	-6.0	15.3	5	-1
	This study	Michipicoten Island	CM1-8	CM1	CM1-8a	CM1-8a:LP-DIR-T	hargrave 2016-04-05 20:40:22	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	723	K		2	HT	u	10.0	328.2	l	g	-9.3	7.1	11	0
	This study	Michipicoten Island	CM1-8	CM1	CM1-8a	CM1-8a:LP-DIR-T	hargrave 2016-04-05 20:40:22	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	598	77	K		2	LT	u	50.8	330.7	l	g	57.6	15.3	5	0
	This study	Michipicoten Island	CM1-8	CM1	CM1-8a	CM1-8a:LP-DIR-T	hargrave 2016-04-05 20:40:22	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	723	K		2	HT	u	10.0	326.9	l	g	19.8	7.1	11	100
	This study	Michipicoten Island	CM1-8	CM1	CM1-8a	CM1-8a:LP-DIR-T	hargrave 2016-04-05 20:40:22	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	598	77	K		2	LT	u	50.8	256.0	l	g	78.8	15.3	5	100
	This study	Michipicoten Island	CM2-1	CM2	CM2-1a	CM2-1a:LP-DIR-T	hargrave 2016-04-05 20:42:43	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	573	K		1	HT	u	0.8	338.9	l	g	13.6	0.6	17	-1
	This study	Michipicoten Island	CM2-1	CM2	CM2-1a	CM2-1a:LP-DIR-T	hargrave 2016-04-05 20:42:43	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	573	K		1	HT	u	0.8	300.7	l	g	-8.8	0.6	17	0
	This study	Michipicoten Island	CM2-1	CM2	CM2-1a	CM2-1a:LP-DIR-T	hargrave 2016-04-05 20:42:43	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	573	K		1	HT	u	0.8	301.4	l	g	5.3	0.6	17	100
	This study	Michipicoten Island	CM2-2	CM2	CM2-2a	CM2-2a:LP-DIR-T	hargrave 2016-04-05 20:44:11	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.3	254.2	l	g	-17.7	1.1	18	-1
	This study	Michipicoten Island	CM2-2	CM2	CM2-2a	CM2-2a:LP-DIR-T	hargrave 2016-04-05 20:44:11	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.3	302.3	l	g	-8.4	1.1	18	0
	This study	Michipicoten Island	CM2-2	CM2	CM2-2a	CM2-2a:LP-DIR-T	hargrave 2016-04-05 20:44:11	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.3	302.7	l	g	6.3	1.1	18	100
	This study	Michipicoten Island	CM2-3	CM2	CM2-3a	CM2-3a:LP-DIR-T	hargrave 2016-04-05 20:45:43	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.6	327.1	l	g	8.4	0.9	18	-1
	This study	Michipicoten Island	CM2-3	CM2	CM2-3a	CM2-3a:LP-DIR-T	hargrave 2016-04-05 20:45:43	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.6	303.8	l	g	-9.3	0.9	18	0
	This study	Michipicoten Island	CM2-3	CM2	CM2-3a	CM2-3a:LP-DIR-T	hargrave 2016-04-05 20:45:43	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.6	304.4	l	g	6.0	0.9	18	100
	This study	Michipicoten Island	CM2-4	CM2	CM2-4a	CM2-4a:LP-DIR-T	hargrave 2016-04-05 20:47:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.1	309.3	l	g	3.5	1.0	18	-1
	This study	Michipicoten Island	CM2-4	CM2	CM2-4a	CM2-4a:LP-DIR-T	hargrave 2016-04-05 20:47:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.1	307.4	l	g	-11.0	1.0	18	0
	This study	Michipicoten Island	CM2-4	CM2	CM2-4a	CM2-4a:LP-DIR-T	hargrave 2016-04-05 20:47:24	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.1	308.4	l	g	5.6	1.0	18	100
	This study	Michipicoten Island	CM2-5	CM2	CM2-5a	CM2-5a:LP-DIR-T	hargrave 2016-04-05 20:49:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	573	K		1	HT	u	0.3	296.8	l	g	3.7	1.8	17	-1
	This study	Michipicoten Island	CM2-5	CM2	CM2-5a	CM2-5a:LP-DIR-T	hargrave 2016-04-05 20:49:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	573	K		1	HT	u	0.3	302.4	l	g	-6.7	1.8	17	0
	This study	Michipicoten Island	CM2-5	CM2	CM2-5a	CM2-5a:LP-DIR-T	hargrave 2016-04-05 20:49:24	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	573	K		1	HT	u	0.3	302.1	l	g	7.9	1.8	17	100
	This study	Michipicoten Island	CM2-6	CM2	CM2-6a	CM2-6a:LP-DIR-T	hargrave 2016-04-05 20:52:28	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.5	342.7	l	g	14.0	1.4	18	-1
	This study	Michipicoten Island	CM2-6	CM2	CM2-6a	CM2-6a:LP-DIR-T	hargrave 2016-04-05 20:52:28	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.5	303.9	l	g	-11.9	1.4	18	0
	This study	Michipicoten Island	CM2-6	CM2	CM2-6a	CM2-6a:LP-DIR-T	hargrave 2016-04-05 20:52:28	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.5	305.4	l	g	3.6	1.4	18	100
	This study	Michipicoten Island	CM2-7	CM2	CM2-7a	CM2-7a:LP-DIR-T	hargrave 2016-04-05 20:54:03	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	598	K		1	HT	u	0.5	97.5	l	g	-14.0	1.2	16	-1
	This study	Michipicoten Island	CM2-7	CM2	CM2-7a	CM2-7a:LP-DIR-T	hargrave 2016-04-05 20:54:03	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	598	K		1	HT	u	0.5	302.4	l	g	-9.1	1.2	16	0
	This study	Michipicoten Island	CM2-7	CM2	CM2-7a	CM2-7a:LP-DIR-T	hargrave 2016-04-05 20:54:03	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	598	K		1	HT	u	0.5	303.0	l	g	5.7	1.2	16	100
	This study	Michipicoten Island	CM2-8	CM2	CM2-8a	CM2-8a:LP-DIR-T	hargrave 2016-04-05 20:56:28	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.5	311.8	l	g	8.3	1.2	18	-1
	This study	Michipicoten Island	CM2-8	CM2	CM2-8a	CM2-8a:LP-DIR-T	hargrave 2016-04-05 20:56:28	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.5	304.6	l	g	-7.9	1.2	18	0
	This study	Michipicoten Island	CM2-8	CM2	CM2-8a	CM2-8a:LP-DIR-T	hargrave 2016-04-05 20:56:28	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	473	K		1	HT	u	0.5	304.7	l	g	7.6	1.2	18	100
	This study	Michipicoten Island	CM2-9	CM2	CM2-9a	CM2-9a:LP-DIR-T	hargrave 2016-04-05 20:57:58	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	853	623	K		1	HT	u	0.1	270.8	l	g	-7.9	2.3	15	-1
	This study	Michipicoten Island	CM2-9	CM2	CM2-9a	CM2-9a:LP-DIR-T	hargrave 2016-04-05 20:57:58	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	853	623	K		1	HT	u	0.1	302.3	l	g	-7.6	2.3	15	0
	This study	Michipicoten Island	CM2-9	CM2	CM2-9a	CM2-9a:LP-DIR-T	hargrave 2016-04-05 20:57:58	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	853	623	K		1	HT	u	0.1	302.4	l	g	7.1	2.3	15	100
	This study	Michipicoten Island	SS1-1	SS1	SS1-1a	SS1-1a:LP-DIR-T	hargrave 2016-02-16 12:40:30	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	848	673	K		1	HT	u	2.0	190.5	l	g	14.3	5.3	11	-1
	This study	Michipicoten Island	SS1-1	SS1	SS1-1a	SS1-1a:LP-DIR-T	hargrave 2016-02-16 12:40:30	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	848	673	K		1	HT	u	2.0	274.1	l	g	22.1	5.3	11	0
	This study	Michipicoten Island	SS1-1	SS1	SS1-1a	SS1-1a:LP-DIR-T	hargrave 2016-02-16 12:40:30	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	848	673	K		1	HT	u	2.0	271.3	l	g	5.7	5.3	11	100
	This study	Michipicoten Island	SS1-2	SS1	SS1-2a	SS1-2a:LP-DIR-T	hargrave 2016-02-16 12:42:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	848	723	K		1	HT	u	3.5	182.9	l	g	2.4	5.2	10	-1
	This study	Michipicoten Island	SS1-2	SS1	SS1-2a	SS1-2a:LP-DIR-T	hargrave 2016-02-16 12:42:09	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	848	723	K		1	HT	u	3.5	269.3	l	g	21.4	5.2	10	0
	This study	Michipicoten Island	SS1-2	SS1	SS1-2a	SS1-2a:LP-DIR-T	hargrave 2016-02-16 12:42:09	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	848	723	K		1	HT	u	3.5	267.0	l	g	4.1	5.2	10	100
	This study	Michipicoten Island	SS1-3	SS1	SS1-3a	SS1-3a:LP-DIR-T	hargrave 2016-02-16 12:43:49	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	848	673	K		2	HT	u	3.7	70.4	l	g	16.0	4.9	11	-1
	This study	Michipicoten Island	SS1-3	SS1	SS1-3a	SS1-3a:LP-DIR-T	hargrave 2016-02-16 12:43:49	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	373	273	K		2	LT	u	54.9	175.7	l	g	51.5	2.8	3	-1
	This study	Michipicoten Island	SS1-3	SS1	SS1-3a	SS1-3a:LP-DIR-T	hargrave 2016-02-16 12:43:49	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	848	673	K		2	HT	u	3.7	269.3	l	g	14.3	4.9	11	0
	This study	Michipicoten Island	SS1-3	SS1	SS1-3a	SS1-3a:LP-DIR-T	hargrave 2016-02-16 12:43:49	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	373	273	K		2	LT	u	54.9	15.4	l	g	56.5	2.8	3	0
	This study	Michipicoten Island	SS1-3	SS1	SS1-3a	SS1-3a:LP-DIR-T	hargrave 2016-02-16 12:43:49	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	848	673	K		2	HT	u	3.7	268.3	l	g	-2.8	4.9	11	100
	This study	Michipicoten Island	SS1-3	SS1	SS1-3a	SS1-3a:LP-DIR-T	hargrave 2016-02-16 12:43:49	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	373	273	K		2	LT	u	54.9	342.6	l	g	67.4	2.8	3	100
	This study	Michipicoten Island	SS1-4	SS1	SS1-4a	SS1-4a:LP-DIR-T	hargrave 2016-02-16 12:45:33	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	848	723	K		1	HT	u	1.4	237.7	l	g	8.9	5.5	10	-1
	This study	Michipicoten Island	SS1-4	SS1	SS1-4a	SS1-4a:LP-DIR-T	hargrave 2016-02-16 12:45:33	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	848	723	K		1	HT	u	1.4	278.3	l	g	15.6	5.5	10	0
	This study	Michipicoten Island	SS1-4	SS1	SS1-4a	SS1-4a:LP-DIR-T	hargrave 2016-02-16 12:45:33	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1: demag_gui.v.3.0	848	723	K		1	HT	u	1.4	276.5	l	g	0.2	5.5	10	100
	This study	Michipicoten Island	SS1-5	SS1	SS1-5a	SS1-5a:LP-DIR-T	hargrave 2016-02-16 12:47:20	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1: demag_gui.v.3.0	773	623	K		1	HT	u	3.2	175.8	l	g	-1.0	5.2	5	-1
	This study	Michipicoten Island	SS1-5	SS1	SS1-5a	SS1-5a:LP-DIR-T	hargrave 2016-02-16 12:47:20	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1: demag_gui.v.3.0	773	623	K		1	HT	u	3.2	279.9	l	g	11.0	5.2	5	0
