tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_declination_correction	sample_dip	sample_height	sample_lithology	sample_type
This study	Two Island River	SLB27.9	SLB27	SO-CMD-NORTH	101.0	17.0	132.0		0.0	-34.0	3.4		
This study	Two Island River	SLB28.1	SLB28	SO-CMD-NORTH	141.0	17.0	132.0		0.0	-62.0	1.6		
This study	Two Island River	SLB28.2	SLB28	SO-CMD-NORTH	141.0	17.0	132.0		0.0	-58.0	2.7		
This study	Two Island River	SLB28.3	SLB28	SO-CMD-NORTH	135.0	17.0	132.0		0.0	-61.0	1.7		
This study	Two Island River	SLB28.4	SLB28	SO-CMD-NORTH	126.0	17.0	132.0		0.0	-27.0	1.9		
This study	Two Island River	SLB28.5	SLB28	SO-CMD-NORTH	82.0	17.0	132.0		0.0	-79.0	2.9		
This study	Two Island River	SLB28.6	SLB28	SO-CMD-NORTH	173.0	17.0	132.0		0.0	-39.0	2.9		
This study	Two Island River	SLB28.7	SLB28	SO-CMD-NORTH	165.0	17.0	132.0		0.0	-37.0	2.9		
This study	Two Island River	SLB28.8	SLB28	SO-CMD-NORTH	-88.0	17.0	132.0		0.0	-9.0	2.4		
This study	Two Island River	SLB29.2	SLB29	SO-CMD-NORTH	-80.2	17.0	132.0		0.0	-32.0	1.4		
This study	Two Island River	SLB29.3	SLB29	SO-CMD-NORTH	-78.7	17.0	132.0		0.0	-32.0	1.5		
This study	Two Island River	SLB29.4	SLB29	SO-CMD-NORTH	245.3	17.0	132.0		0.0	-26.0	1.6		
This study	Two Island River	SLB29.5	SLB29	SO-CMD-NORTH	96.8	17.0	132.0		0.0	-12.0	2		
This study	Two Island River	SLB29.6	SLB29	SO-CMD-NORTH	135.8	17.0	132.0		0.0	-23.0	2.2		
This study	Two Island River	SLB29.7	SLB29	SO-CMD-NORTH	64.0	17.0	132.0		0.0	-29.0	2.6		
This study	Two Island River	SLB29.8	SLB29	SO-CMD-NORTH	73.4	17.0	132.0		0.0	-19.0	3.3		
This study	Two Island River	SLB30.1	SLB30	SO-CMD-NORTH	246.0	17.0	132.0		0.0	-26.0	0.9		
This study	Two Island River	SLB30.2	SLB30	SO-CMD-NORTH	267.0	17.0	132.0		0.0	-37.0	0.7		
This study	Two Island River	SLB30.3	SLB30	SO-CMD-NORTH	-72.0	17.0	132.0		0.0	-25.0	0.9		
This study	Two Island River	SLB30.4	SLB30	SO-CMD-NORTH	232.0	17.0	132.0		0.0	-20.0	0.9		
This study	Two Island River	SLB30.5	SLB30	SO-CMD-NORTH	-31.0	17.0	132.0		0.0	-26.0	0.8		
This study	Two Island River	SLB30.6	SLB30	SO-CMD-NORTH	-40.0	17.0	132.0		0.0	-30.0	0.9		
This study	Two Island River	SLB30.7	SLB30	SO-CMD-NORTH	173.0	17.0	132.0		0.0	-38.0	0.9		
This study	Two Island River	SLB30.8	SLB30	SO-CMD-NORTH	196.0	17.0	132.0		0.0	-37.0	1.3		
This study	Two Island River	SLB31.1	SLB31	SO-CMD-NORTH	182.0	17.0	132.0		0.0	-32.0	1.1		
This study	Two Island River	SLB31.2	SLB31	SO-CMD-NORTH	170.0	17.0	132.0		0.0	-35.0	1.2		
This study	Two Island River	SLB31.3	SLB31	SO-CMD-NORTH	181.0	17.0	132.0		0.0	-42.0	1.3		
This study	Two Island River	SLB31.4	SLB31	SO-CMD-NORTH	261.0	17.0	132.0		0.0	-23.0	1.2		
This study	Two Island River	SLB31.5	SLB31	SO-CMD-NORTH	195.0	17.0	132.0		0.0	-29.0	1.3		
This study	Two Island River	SLB31.6	SLB31	SO-CMD-NORTH	160.0	17.0	132.0		0.0	-29.0	0.9		
This study	Two Island River	SLB31.7	SLB31	SO-CMD-NORTH	208.0	17.0	132.0		0.0	-50.0	1.2		
This study	Two Island River	SLB31.8	SLB31	SO-CMD-NORTH	189.0	17.0	132.0		0.0	-44.0	0.9		
This study	Two Island River	SLB31.9	SLB31	SO-CMD-NORTH	143.0	17.0	132.0		0.0	-25.0	0.8		
This study	Two Island River	SLB32.1	SLB32	SO-CMD-NORTH	119.0	17.0	132.0		0.0	-62.0	0.3		
This study	Two Island River	SLB32.2	SLB32	SO-CMD-NORTH	114.0	17.0	132.0		0.0	-55.0	0.4		
This study	Two Island River	SLB32.3	SLB32	SO-CMD-NORTH	89.0	17.0	132.0		0.0	-62.0	0.3		
This study	Two Island River	SLB32.4	SLB32	SO-CMD-NORTH	89.0	17.0	132.0		0.0	-65.0	0.4		
This study	Two Island River	SLB32.5	SLB32	SO-CMD-NORTH	97.0	17.0	132.0		0.0	-69.0	0.5		
This study	Two Island River	SLB32.6	SLB32	SO-CMD-NORTH	93.0	17.0	132.0		0.0	-74.0	0.6		
This study	Two Island River	SLB32.7	SLB32	SO-CMD-NORTH	95.0	17.0	132.0		0.0	-78.0	0.7		
This study	Two Island River	SLB32.8	SLB32	SO-CMD-NORTH	102.0	17.0	132.0		0.0	-70.0	1		
This study	Two Island River	SLB33.1	SLB33	SO-CMD-NORTH	-65.0	17.0	132.0		0.0	-26.0	0.3		
This study	Two Island River	SLB33.2	SLB33	SO-CMD-NORTH	-10.0	17.0	132.0		0.0	-34.0	0.8		
This study	Two Island River	SLB33.3	SLB33	SO-CMD-NORTH	-28.0	17.0	132.0		0.0	-21.0	0.8		
This study	Two Island River	SLB33.4	SLB33	SO-CMD-NORTH	8.0	17.0	132.0		0.0	-28.0	1		
This study	Two Island River	SLB33.5	SLB33	SO-CMD-NORTH	59.0	17.0	132.0		0.0	-16.0	1.4		
This study	Two Island River	SLB33.6	SLB33	SO-CMD-NORTH	17.0	17.0	132.0		0.0	-21.0	1.6		
This study	Two Island River	SLB33.7	SLB33	SO-CMD-NORTH	64.0	17.0	132.0		0.0	-55.0	1.4		
This study	Two Island River	SLB33.8	SLB33	SO-CMD-NORTH	27.0	17.0	132.0		0.0	-20.0	1.6		
This study	Two Island River	SLB34.1	SLB34	SO-CMD-NORTH	7.0	17.0	132.0		0.0	-76.0	0.6		
This study	Two Island River	SLB34.2	SLB34	SO-CMD-NORTH	25.0	17.0	132.0		0.0	-90.0	0.5		
This study	Two Island River	SLB34.3	SLB34	SO-CMD-NORTH	27.0	17.0	132.0		0.0	-92.0	0.4		
This study	Two Island River	SLB34.4	SLB34	SO-CMD-NORTH	16.0	17.0	132.0		0.0	-90.0	0.4		
This study	Two Island River	SLB34.5	SLB34	SO-CMD-NORTH	26.0	17.0	132.0		0.0	-88.0	0.3		
This study	Two Island River	SLB34.6	SLB34	SO-CMD-NORTH	30.0	17.0	132.0		0.0	-81.0	0.4		
This study	Two Island River	SLB34.7	SLB34	SO-CMD-NORTH	62.0	17.0	132.0		0.0	-46.0	0.7		
This study	Two Island River	SLB34.8	SLB34	SO-CMD-NORTH	-4.0	17.0	132.0		0.0	-43.0	0.8		
This study	Two Island River	SLB35.1	SLB35	SO-CMD-NORTH	-77.0	17.0	132.0		0.0	-8.0	0.8		
This study	Two Island River	SLB35.2	SLB35	SO-CMD-NORTH	-75.0	17.0	132.0		0.0	-10.0	0.9		
This study	Two Island River	SLB35.3	SLB35	SO-CMD-NORTH	-89.0	17.0	132.0		0.0	-22.0	0.7		
This study	Two Island River	SLB35.4	SLB35	SO-CMD-NORTH	251.0	17.0	132.0		0.0	-24.0	0.6		
This study	Two Island River	SLB35.5	SLB35	SO-CMD-NORTH	-55.0	17.0	132.0		0.0	-14.0	0.7		
This study	Two Island River	SLB35.6	SLB35	SO-CMD-NORTH	246.0	17.0	132.0		0.0	-13.0	1		
This study	Two Island River	SLB35.7	SLB35	SO-CMD-NORTH	262.0	17.0	132.0		0.0	-12.0	1.1		
This study	Two Island River	SLB35.8	SLB35	SO-CMD-NORTH	-7.0	17.0	132.0		0.0	-21.0	1		
This study	Two Island River	SLB35.9	SLB35	SO-CMD-NORTH	1.0	17.0	132.0		0.0	-21.0	1		
This study	Two Island River	SLB36.1	SLB36	SO-CMD-NORTH	-71.4	17.0	132.0		0.0	-21.0	0.9		
This study	Two Island River	SLB36.2	SLB36	SO-CMD-NORTH	-52.7	17.0	132.0		0.0	-16.0	0.9		
This study	Two Island River	SLB36.3	SLB36	SO-CMD-NORTH	-5.0	17.0	132.0		0.0	-20.0	1		
This study	Two Island River	SLB36.4	SLB36	SO-CMD-NORTH	20.0	17.0	132.0		0.0	-16.0	1		
This study	Two Island River	SLB36.5	SLB36	SO-CMD-NORTH	227.0	17.0	132.0		0.0	-25.0	1.3		
This study	Two Island River	SLB36.6	SLB36	SO-CMD-NORTH	161.0	17.0	132.0		0.0	-24.0	1.5		
This study	Two Island River	SLB36.7	SLB36	SO-CMD-NORTH	-74.0	17.0	132.0		0.0	-26.0	1.6		
This study	Two Island River	SLB36.8	SLB36	SO-CMD-NORTH	227.0	17.0	132.0		0.0	-34.0	1.6		
This study	Two Island River	SLB36.9	SLB36	SO-CMD-NORTH	159.0	17.0	132.0		0.0	-18.0	1.7		
This study	Two Island River	SLB37.1	SLB37	SO-CMD-NORTH	52.0	17.0	132.0		0.0	-21.0	1.6		
This study	Two Island River	SLB37.2	SLB37	SO-CMD-NORTH	45.0	17.0	132.0		0.0	-19.0	1.7		
This study	Two Island River	SLB37.3	SLB37	SO-CMD-NORTH	42.0	17.0	132.0		0.0	-22.0	1.7		
This study	Two Island River	SLB37.4	SLB37	SO-CMD-NORTH	78.0	17.0	132.0		0.0	-8.0	1.7		
This study	Two Island River	SLB37.5	SLB37	SO-CMD-NORTH	89.0	17.0	132.0		0.0	-15.0	1.9		
This study	Two Island River	SLB37.6	SLB37	SO-CMD-NORTH	25.0	17.0	132.0		0.0	-18.0	2.1		
This study	Two Island River	SLB37.7	SLB37	SO-CMD-NORTH	19.0	17.0	132.0		0.0	-32.0	2.2		
This study	Two Island River	SLB37.8	SLB37	SO-CMD-NORTH	134.0	17.0	132.0		0.0	-54.0	3.2		
This study	Two Island River	SLB37.9	SLB37	SO-CMD-NORTH	121.0	17.0	132.0		0.0	-56.0	3.4		
This study	Two Island River	SLB38.1	SLB38	SO-CMD-NORTH	143.6	17.0	132.0		0.0	-39.0	1		
This study	Two Island River	SLB38.2	SLB38	SO-CMD-NORTH	147.8	17.0	132.0		0.0	-29.0	1		
This study	Two Island River	SLB38.3	SLB38	SO-CMD-NORTH	175.8	17.0	132.0		0.0	-24.0	1.1		
This study	Two Island River	SLB38.4	SLB38	SO-CMD-NORTH	14.0	17.0	132.0		0.0	-16.0	1.1		
This study	Two Island River	SLB38.5	SLB38	SO-CMD-NORTH	207.4	17.0	132.0		0.0	-8.0	1.3		
This study	Two Island River	SLB38.6	SLB38	SO-CMD-NORTH	150.4	17.0	132.0		0.0	-30.0	1.2		
This study	Two Island River	SLB38.7	SLB38	SO-CMD-NORTH	245.6	17.0	132.0		0.0	-30.0	1.3		
This study	Two Island River	SLB38.8	SLB38	SO-CMD-NORTH	254.4	17.0	132.0		0.0	-30.0	1.2		
This study	Two Island River	SLB39.1	SLB39	SO-CMD-NORTH	2.7	17.0	132.0		0.0	-17.0	0.2		
This study	Two Island River	SLB39.2	SLB39	SO-CMD-NORTH	53.3	17.0	132.0		0.0	-57.0	0.4		
This study	Two Island River	SLB39.3	SLB39	SO-CMD-NORTH	60.9	17.0	132.0		0.0	-61.0	0.3		
This study	Two Island River	SLB39.4	SLB39	SO-CMD-NORTH	128.4	17.0	132.0		0.0	-55.0	0.5		
This study	Two Island River	SLB39.5	SLB39	SO-CMD-NORTH	119.0	17.0	132.0		0.0	-80.0	0.4		
This study	Two Island River	SLB39.6	SLB39	SO-CMD-NORTH	120.6	17.0	132.0		0.0	-59.0	1		
This study	Two Island River	SLB39.7	SLB39	SO-CMD-NORTH	111.1	17.0	132.0		0.0	-69.0	1.1		
This study	Two Island River	SLB39.8	SLB39	SO-CMD-NORTH	52.9	17.0	132.0		0.0	-45.0	0.5		
This study	Two Island River	SLB40.2	SLB40	SO-CMD-NORTH	84.0	17.0	132.0		0.0	-82.0	1.5		
This study	Two Island River	SLB40.3	SLB40	SO-CMD-NORTH	88.0	17.0	132.0		0.0	-76.0	1.4		
This study	Two Island River	SLB40.4	SLB40	SO-CMD-NORTH	90.0	17.0	132.0		0.0	-74.0	1.3		
This study	Two Island River	SLB40.5	SLB40	SO-CMD-NORTH	93.0	17.0	132.0		0.0	-79.0	1.3		
This study	Two Island River	SLB40.6	SLB40	SO-CMD-NORTH	91.0	17.0	132.0		0.0	-68.0	1.3		
This study	Two Island River	SLB40.7	SLB40	SO-CMD-NORTH	90.0	17.0	132.0		0.0	-75.0	1.2		
This study	Two Island River	SLB40.8	SLB40	SO-CMD-NORTH	81.0	17.0	132.0		0.0	-70.0	1.2		
