tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_declination_correction	sample_dip	sample_height	sample_lithology	sample_type
This study	Two Island River	SLB09.3	SLB09	SO-CMD-NORTH	-13.5	17.0	132.0		0.0	-32.0	0.6		
This study	Two Island River	SLB09.4	SLB09	SO-CMD-NORTH	15.4	17.0	132.0		0.0	-38.0	0.9		
This study	Two Island River	SLB09.5	SLB09	SO-CMD-NORTH	13.0	17.0	132.0		0.0	-40.0	0.9		
This study	Two Island River	SLB09.6	SLB09	SO-CMD-NORTH	-2.0	17.0	132.0		0.0	-37.0	0.8		
This study	Two Island River	SLB09.7	SLB09	SO-CMD-NORTH	-3.2	17.0	132.0		0.0	-36.0	1		
This study	Two Island River	SLB09.8	SLB09	SO-CMD-NORTH	-8.1	17.0	132.0		0.0	-54.0	0.3		
This study	Two Island River	SLB10.1	SLB10	SO-CMD-NORTH	6.8	17.0	132.0		0.0	-26.0	0.6		
This study	Two Island River	SLB10.2	SLB10	SO-CMD-NORTH	-17.6	17.0	132.0		0.0	-38.0	0.8		
This study	Two Island River	SLB10.3	SLB10	SO-CMD-NORTH	-8.9	17.0	132.0		0.0	-37.0	0.7		
This study	Two Island River	SLB10.4	SLB10	SO-CMD-NORTH	-21.9	17.0	132.0		0.0	-37.0	1.1		
This study	Two Island River	SLB10.5	SLB10	SO-CMD-NORTH	137.0	17.0	132.0		0.0	-68.0	1.7		
This study	Two Island River	SLB10.6	SLB10	SO-CMD-NORTH	133.3	17.0	132.0		0.0	-75.0	1.8		
This study	Two Island River	SLB10.7	SLB10	SO-CMD-NORTH	95.0	17.0	132.0		0.0	-31.0	3.3		
This study	Two Island River	SLB10.8	SLB10	SO-CMD-NORTH	105.2	17.0	132.0		0.0	-32.0	3.4		
This study	Two Island River	SLB10.9	SLB10	SO-CMD-NORTH	-85.8	42.0	135.0		0.0	-217.0	0		
This study	Two Island River	SLB10.10	SLB10	SO-CMD-NORTH	-85.7	42.0	113.0		0.0	-185.0	0		
This study	Two Island River	SLB11.1	SLB11	SO-CMD-NORTH	-28.2	17.0	132.0		0.0	-36.0	1.7		
This study	Two Island River	SLB11.2	SLB11	SO-CMD-NORTH	72.7	17.0	132.0		0.0	-67.0	2.1		
This study	Two Island River	SLB11.3	SLB11	SO-CMD-NORTH	-14.5	17.0	132.0		0.0	-17.0	2.3		
This study	Two Island River	SLB11.4	SLB11	SO-CMD-NORTH	77.1	17.0	132.0		0.0	-12.0	2.9		
This study	Two Island River	SLB11.5	SLB11	SO-CMD-NORTH	3.8	17.0	132.0		0.0	-16.0	3		
This study	Two Island River	SLB11.6	SLB11	SO-CMD-NORTH	25.9	17.0	132.0		0.0	-11.0	3.1		
This study	Two Island River	SLB11.7	SLB11	SO-CMD-NORTH	26.8	17.0	132.0		0.0	-7.0	3		
This study	Two Island River	SLB11.8	SLB11	SO-CMD-NORTH	5.1	17.0	132.0		0.0	-8.0	3		
This study	Two Island River	SLB11.9	SLB11	SO-CMD-NORTH	-52.5	17.0	132.0		0.0	-15.0	3.1		
This study	Two Island River	SLB12.1	SLB12	SO-CMD-NORTH	265.6	17.0	132.0		0.0	-27.0	0.8		
This study	Two Island River	SLB12.2	SLB12	SO-CMD-NORTH	91.6	17.0	132.0		0.0	-19.0	1.5		
This study	Two Island River	SLB12.3	SLB12	SO-CMD-NORTH	93.8	17.0	132.0		0.0	-16.0	1.5		
This study	Two Island River	SLB12.4	SLB12	SO-CMD-NORTH	96.5	17.0	132.0		0.0	-16.0	1.6		
This study	Two Island River	SLB12.5	SLB12	SO-CMD-NORTH	250.1	17.0	132.0		0.0	-2.0	1.5		
This study	Two Island River	SLB12.6	SLB12	SO-CMD-NORTH	-36.4	17.0	132.0		0.0	-4.0	1.5		
This study	Two Island River	SLB12.7	SLB12	SO-CMD-NORTH	103.6	17.0	132.0		0.0	-19.0	1.6		
This study	Two Island River	SLB12.8	SLB12	SO-CMD-NORTH	80.2	17.0	132.0		0.0	-17.0	1.7		
This study	Two Island River	SLB12.9	SLB12	SO-CMD-NORTH	80.3	17.0	132.0		0.0	-32.0	2.4		
This study	Two Island River	SLB13.1	SLB13	SO-CMD-NORTH	165.5	17.0	132.0		0.0	-78.0	0.8		
This study	Two Island River	SLB13.2	SLB13	SO-CMD-NORTH	166.0	17.0	132.0		0.0	-77.0	0.9		
This study	Two Island River	SLB13.3	SLB13	SO-CMD-NORTH	165.8	17.0	132.0		0.0	-83.0	0.9		
This study	Two Island River	SLB13.4	SLB13	SO-CMD-NORTH	54.3	17.0	132.0		0.0	-24.0	0.8		
This study	Two Island River	SLB13.5	SLB13	SO-CMD-NORTH	50.6	17.0	132.0		0.0	-43.0	1.4		
This study	Two Island River	SLB13.6	SLB13	SO-CMD-NORTH	59.2	17.0	132.0		0.0	-46.0	1.4		
This study	Two Island River	SLB13.7	SLB13	SO-CMD-NORTH	54.7	17.0	132.0		0.0	-49.0	1.4		
This study	Two Island River	SLB13.8	SLB13	SO-CMD-NORTH	97.0	17.0	132.0		0.0	-13.0	1		
This study	Two Island River	SLB14.1	SLB14	SO-CMD-NORTH	-68.0	17.0	132.0		0.0	-41.0	0.8		
This study	Two Island River	SLB14.2	SLB14	SO-CMD-NORTH	-1.0	17.0	132.0		0.0	-8.0	1		
This study	Two Island River	SLB14.3	SLB14	SO-CMD-NORTH	29.0	17.0	132.0		0.0	-23.0	1.2		
This study	Two Island River	SLB14.4	SLB14	SO-CMD-NORTH	227.0	17.0	132.0		0.0	-15.0	1.3		
This study	Two Island River	SLB14.5	SLB14	SO-CMD-NORTH	253.0	17.0	132.0		0.0	-21.0	1.3		
This study	Two Island River	SLB14.6	SLB14	SO-CMD-NORTH	138.0	17.0	132.0		0.0	-21.0	1.5		
This study	Two Island River	SLB14.7	SLB14	SO-CMD-NORTH	141.0	17.0	132.0		0.0	-18.0	1.5		
This study	Two Island River	SLB14.8	SLB14	SO-CMD-NORTH	95.0	17.0	132.0		0.0	-11.0	1.7		
This study	Two Island River	SLB14.9	SLB14	SO-CMD-NORTH	260.0	17.0	132.0		0.0	-51.0	1.6		
This study	Two Island River	SLB15.1	SLB15	SO-CMD-NORTH	15.0	17.0	132.0		0.0	-27.0	15		
This study	Two Island River	SLB15.2	SLB15	SO-CMD-NORTH	41.0	17.0	132.0		0.0	-42.0	15.1		
This study	Two Island River	SLB15.3	SLB15	SO-CMD-NORTH	33.3	17.0	132.0		0.0	-34.0	15.2		
This study	Two Island River	SLB15.4	SLB15	SO-CMD-NORTH	48.0	17.0	132.0		0.0	-16.0	15.7		
This study	Two Island River	SLB15.5	SLB15	SO-CMD-NORTH	40.0	17.0	132.0		0.0	-19.0	15.8		
This study	Two Island River	SLB15.6	SLB15	SO-CMD-NORTH	-60.0	17.0	132.0		0.0	-23.0	17.2		
This study	Two Island River	SLB15.7	SLB15	SO-CMD-NORTH	-88.0	17.0	132.0		0.0	-7.0	17.7		
This study	Two Island River	SLB15.8	SLB15	SO-CMD-NORTH	243.0	17.0	132.0		0.0	-27.0	18		
This study	Two Island River	SLB15.9	SLB15	SO-CMD-NORTH	231.0	17.0	132.0		0.0	-35.0	18.1		
This study	Two Island River	SLB16.1	SLB16	SO-CMD-NORTH	-35.0	17.0	132.0		0.0	-17.0	8.2		
This study	Two Island River	SLB16.2	SLB16	SO-CMD-NORTH	-20.0	17.0	132.0		0.0	-32.0	8.2		
This study	Two Island River	SLB16.3	SLB16	SO-CMD-NORTH	-8.0	17.0	132.0		0.0	-84.0	8.3		
This study	Two Island River	SLB16.4	SLB16	SO-CMD-NORTH	170.0	17.0	132.0		0.0	-31.0	9		
This study	Two Island River	SLB16.5	SLB16	SO-CMD-NORTH	124.0	17.0	132.0		0.0	-44.0	9.5		
This study	Two Island River	SLB16.6	SLB16	SO-CMD-NORTH	167.0	17.0	132.0		0.0	-19.0	9.7		
This study	Two Island River	SLB16.7	SLB16	SO-CMD-NORTH	143.0	17.0	132.0		0.0	-11.0	10		
This study	Two Island River	SLB16.8	SLB16	SO-CMD-NORTH	103.0	17.0	132.0		0.0	-43.0	11		
This study	Two Island River	SLB16.9	SLB16	SO-CMD-NORTH	-10.0	17.0	132.0		0.0	-24.0	11.9		
This study	Two Island River	SLB17.1	SLB17	SO-CMD-NORTH	97.0	17.0	132.0		0.0	-46.0	2.4		
This study	Two Island River	SLB17.2	SLB17	SO-CMD-NORTH	109.0	17.0	132.0		0.0	-24.0	2.2		
This study	Two Island River	SLB17.3	SLB17	SO-CMD-NORTH	89.0	17.0	132.0		0.0	-55.0	2.4		
This study	Two Island River	SLB17.4	SLB17	SO-CMD-NORTH	122.0	17.0	132.0		0.0	-26.0	2.8		
This study	Two Island River	SLB17.5	SLB17	SO-CMD-NORTH	-87.0	17.0	132.0		0.0	-34.0	3		
This study	Two Island River	SLB17.6	SLB17	SO-CMD-NORTH	-8.0	17.0	132.0		0.0	-49.0	3.2		
This study	Two Island River	SLB17.7	SLB17	SO-CMD-NORTH	119.0	17.0	132.0		0.0	-10.0	3.8		
This study	Two Island River	SLB17.8	SLB17	SO-CMD-NORTH	-62.0	17.0	132.0		0.0	-17.0	3.9		
This study	Two Island River	SLB18.1	SLB18	SO-CMD-NORTH	68.4	17.0	132.0		0.0	-32.0	1.7		
This study	Two Island River	SLB18.2	SLB18	SO-CMD-NORTH	-20.3	17.0	132.0		0.0	-27.0	1.7		
This study	Two Island River	SLB18.3	SLB18	SO-CMD-NORTH	-20.6	17.0	132.0		0.0	-40.0	1.9		
This study	Two Island River	SLB18.4	SLB18	SO-CMD-NORTH	-82.6	17.0	132.0		0.0	-27.0	1.9		
This study	Two Island River	SLB18.5	SLB18	SO-CMD-NORTH	85.6	17.0	132.0		0.0	-58.0	2		
This study	Two Island River	SLB18.6	SLB18	SO-CMD-NORTH	95.8	17.0	132.0		0.0	-52.0	2		
This study	Two Island River	SLB18.7	SLB18	SO-CMD-NORTH	79.2	17.0	132.0		0.0	-15.0	2.2		
This study	Two Island River	SLB18.8	SLB18	SO-CMD-NORTH	-28.0	17.0	132.0		0.0	-20.0	2.2		
This study	Two Island River	SLB18.9	SLB18	SO-CMD-NORTH	-16.9	17.0	132.0		0.0	-25.0	2.2		
This study	Two Island River	SLB19.1	SLB19	SO-CMD-NORTH	134.0	17.0	132.0		0.0	-40.0	0.7		
This study	Two Island River	SLB19.2	SLB19	SO-CMD-NORTH	197.0	17.0	132.0		0.0	-11.0	0.9		
This study	Two Island River	SLB19.3	SLB19	SO-CMD-NORTH	138.0	17.0	132.0		0.0	-10.0	1		
This study	Two Island River	SLB19.4	SLB19	SO-CMD-NORTH	130.0	17.0	132.0		0.0	-36.0	1		
This study	Two Island River	SLB19.5	SLB19	SO-CMD-NORTH	111.0	17.0	132.0		0.0	-52.0	0.8		
This study	Two Island River	SLB19.6	SLB19	SO-CMD-NORTH	132.0	17.0	132.0		0.0	-53.0	0.5		
This study	Two Island River	SLB19.7	SLB19	SO-CMD-NORTH	-47.0	17.0	132.0		0.0	-22.0	1.3		
This study	Two Island River	SLB19.8	SLB19	SO-CMD-NORTH	25.0	17.0	132.0		0.0	-34.0	1.3		
This study	Two Island River	SLB19.9	SLB19	SO-CMD-NORTH	262.0	17.0	132.0		0.0	-27.0	1.3		
This study	Two Island River	SLB20.1	SLB20	SO-CMD-NORTH	114.0	17.0	132.0		0.0	-17.0	1		
This study	Two Island River	SLB20.2	SLB20	SO-CMD-NORTH	-43.0	17.0	132.0		0.0	-24.0	1.3		
This study	Two Island River	SLB20.3	SLB20	SO-CMD-NORTH	153.0	17.0	132.0		0.0	-20.0	1.6		
This study	Two Island River	SLB20.4	SLB20	SO-CMD-NORTH	179.0	17.0	132.0		0.0	-45.0	2		
This study	Two Island River	SLB20.5	SLB20	SO-CMD-NORTH	170.0	17.0	132.0		0.0	-31.0	2.2		
This study	Two Island River	SLB20.6	SLB20	SO-CMD-NORTH	119.0	17.0	132.0		0.0	-12.0	2.4		
This study	Two Island River	SLB20.7	SLB20	SO-CMD-NORTH	15.0	17.0	132.0		0.0	-23.0	1.8		
This study	Two Island River	SLB20.8	SLB20	SO-CMD-NORTH	-39.0	17.0	132.0		0.0	-19.0	1.9		
This study	Two Island River	SLB21.1	SLB21	SO-CMD-NORTH	20.0	17.0	132.0		0.0	-16.0	6.4		
This study	Two Island River	SLB21.2	SLB21	SO-CMD-NORTH	9.0	17.0	132.0		0.0	-26.0	6.4		
This study	Two Island River	SLB21.3	SLB21	SO-CMD-NORTH	-72.0	17.0	132.0		0.0	-35.0	6.1		
This study	Two Island River	SLB21.4	SLB21	SO-CMD-NORTH	-75.0	17.0	132.0		0.0	-33.0	6.6		
This study	Two Island River	SLB21.5	SLB21	SO-CMD-NORTH	260.0	17.0	132.0		0.0	-15.0	6.8		
This study	Two Island River	SLB21.6	SLB21	SO-CMD-NORTH	-31.0	17.0	132.0		0.0	-49.0	6.8		
This study	Two Island River	SLB21.7	SLB21	SO-CMD-NORTH	-25.0	17.0	132.0		0.0	-27.0	7		
This study	Two Island River	SLB21.8	SLB21	SO-CMD-NORTH	-47.0	17.0	132.0		0.0	-31.0	7.6		
This study	Two Island River	SLB22.1	SLB22	SO-CMD-NORTH	240.0	17.0	132.0		0.0	-33.0	1.6		
This study	Two Island River	SLB22.2	SLB22	SO-CMD-NORTH	218.0	17.0	132.0		0.0	-29.0	1.6		
This study	Two Island River	SLB22.3	SLB22	SO-CMD-NORTH	135.0	17.0	132.0		0.0	-20.0	1.8		
This study	Two Island River	SLB22.4	SLB22	SO-CMD-NORTH	174.0	17.0	132.0		0.0	-54.0	2.1		
This study	Two Island River	SLB22.5	SLB22	SO-CMD-NORTH	203.0	17.0	132.0		0.0	-12.0	1.6		
This study	Two Island River	SLB22.6	SLB22	SO-CMD-NORTH	-37.0	17.0	132.0		0.0	-4.0	1.6		
This study	Two Island River	SLB22.7	SLB22	SO-CMD-NORTH	50.0	17.0	132.0		0.0	-20.0	1.5		
This study	Two Island River	SLB22.8	SLB22	SO-CMD-NORTH	188.0	17.0	132.0		0.0	-17.0	1.8		
This study	Two Island River	SLB23.1	SLB23	SO-CMD-NORTH	-20.0	17.0	132.0		0.0	-26.0	1.6		
This study	Two Island River	SLB23.2	SLB23	SO-CMD-NORTH	-40.0	17.0	132.0		0.0	-44.0	1.6		
This study	Two Island River	SLB23.3	SLB23	SO-CMD-NORTH	-10.0	17.0	132.0		0.0	-29.0	1.6		
This study	Two Island River	SLB23.4	SLB23	SO-CMD-NORTH	-34.0	17.0	132.0		0.0	-35.0	1.6		
This study	Two Island River	SLB23.5	SLB23	SO-CMD-NORTH	59.0	17.0	132.0		0.0	-14.0	0.9		
This study	Two Island River	SLB23.6	SLB23	SO-CMD-NORTH	141.0	17.0	132.0		0.0	-51.0	0.9		
This study	Two Island River	SLB23.7	SLB23	SO-CMD-NORTH	141.0	17.0	132.0		0.0	-49.0	0.9		
This study	Two Island River	SLB23.8	SLB23	SO-CMD-NORTH	-32.0	17.0	132.0		0.0	-38.0	2.3		
This study	Two Island River	SLB24.1	SLB24	SO-CMD-NORTH	254.0	17.0	132.0		0.0	-22.0	0.3		
This study	Two Island River	SLB24.2	SLB24	SO-CMD-NORTH	216.0	17.0	132.0		0.0	-22.0	0.3		
This study	Two Island River	SLB24.3	SLB24	SO-CMD-NORTH	-72.0	17.0	132.0		0.0	-21.0	0.4		
This study	Two Island River	SLB24.4	SLB24	SO-CMD-NORTH	245.0	17.0	132.0		0.0	-16.0	0.4		
This study	Two Island River	SLB24.5	SLB24	SO-CMD-NORTH	56.0	17.0	132.0		0.0	-39.0	0.9		
This study	Two Island River	SLB24.6	SLB24	SO-CMD-NORTH	52.0	17.0	132.0		0.0	-44.0	1		
This study	Two Island River	SLB24.7	SLB24	SO-CMD-NORTH	57.0	17.0	132.0		0.0	-50.0	0.9		
This study	Two Island River	SLB24.8	SLB24	SO-CMD-NORTH	44.0	17.0	132.0		0.0	-22.0	0.9		
This study	Two Island River	SLB24.9	SLB24	SO-CMD-NORTH	15.0	17.0	132.0		0.0	-34.0	0.9		
This study	Two Island River	SLB25.1	SLB25	SO-CMD-NORTH	-60.0	17.0	132.0		0.0	-26.0	0		
This study	Two Island River	SLB25.2	SLB25	SO-CMD-NORTH	-72.0	17.0	132.0		0.0	-27.0	0		
This study	Two Island River	SLB25.3	SLB25	SO-CMD-NORTH	28.0	17.0	132.0		0.0	-11.0	0		
This study	Two Island River	SLB25.4	SLB25	SO-CMD-NORTH	-37.0	17.0	132.0		0.0	-17.0	0		
This study	Two Island River	SLB25.5	SLB25	SO-CMD-NORTH	-45.0	17.0	132.0		0.0	-22.0	0		
This study	Two Island River	SLB25.6	SLB25	SO-CMD-NORTH	-58.0	17.0	132.0		0.0	-19.0	0		
This study	Two Island River	SLB25.7	SLB25	SO-CMD-NORTH	233.0	17.0	132.0		0.0	-19.0	0		
This study	Two Island River	SLB25.8	SLB25	SO-CMD-NORTH	-29.0	17.0	132.0		0.0	-28.0	0		
This study	Two Island River	SLB25.9	SLB25	SO-CMD-NORTH	-5.0	17.0	132.0		0.0	-23.0	0		
This study	Two Island River	SLB25.10	SLB25	SO-CMD-NORTH	-16.0	17.0	132.0		0.0	-18.0	0		
This study	Two Island River	SLB26.1	SLB26	SO-CMD-NORTH	165.0	17.0	132.0		0.0	-66.0	2.1		
This study	Two Island River	SLB26.2	SLB26	SO-CMD-NORTH	154.0	17.0	132.0		0.0	-46.0	2.1		
This study	Two Island River	SLB26.3	SLB26	SO-CMD-NORTH	236.0	17.0	132.0		0.0	-38.0	2		
This study	Two Island River	SLB26.4	SLB26	SO-CMD-NORTH	191.0	17.0	132.0		0.0	-21.0	2.3		
This study	Two Island River	SLB26.5	SLB26	SO-CMD-NORTH	177.0	17.0	132.0		0.0	-52.0	2.3		
This study	Two Island River	SLB26.6	SLB26	SO-CMD-NORTH	177.0	17.0	132.0		0.0	-18.0	2.2		
This study	Two Island River	SLB26.7	SLB26	SO-CMD-NORTH	187.0	17.0	132.0		0.0	-29.0	2.2		
This study	Two Island River	SLB26.8	SLB26	SO-CMD-NORTH	189.0	17.0	132.0		0.0	-34.0	2.3		
This study	Two Island River	SLB27.1	SLB27	SO-CMD-NORTH	177.0	17.0	132.0		0.0	-17.0	2.8		
This study	Two Island River	SLB27.2	SLB27	SO-CMD-NORTH	104.0	17.0	132.0		0.0	-15.0	2.8		
This study	Two Island River	SLB27.3	SLB27	SO-CMD-NORTH	163.0	17.0	132.0		0.0	-40.0	2.7		
This study	Two Island River	SLB27.4	SLB27	SO-CMD-NORTH	93.0	17.0	132.0		0.0	-34.0	2.5		
This study	Two Island River	SLB27.5	SLB27	SO-CMD-NORTH	122.0	17.0	132.0		0.0	-27.0	2.6		
This study	Two Island River	SLB27.6	SLB27	SO-CMD-NORTH	88.0	17.0	132.0		0.0	-26.0	2.7		
This study	Two Island River	SLB27.7	SLB27	SO-CMD-NORTH	178.0	17.0	132.0		0.0	-14.0	2.8		
This study	Two Island River	SLB27.8	SLB27	SO-CMD-NORTH	20.0	17.0	132.0		0.0	-42.0	3.1		
