tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	Two Island River	SLB01.9	SLB01	SLB01.9a	SLB01.9a:LP-DIR-T	hargrave 2015-11-08 09:36:55	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		2	mag	u	0.9	244.2	l	g	-16.4	5.3	11	-1
	This study	Two Island River	SLB01.9	SLB01	SLB01.9a	SLB01.9a:LP-DIR-T	hargrave 2015-11-08 09:36:55	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	953	868	K		2	hem	u	0.7	244.6	l	g	-17.3	1.1	8	-1
	This study	Two Island River	SLB01.9	SLB01	SLB01.9a	SLB01.9a:LP-DIR-T	hargrave 2015-11-08 09:36:55	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		2	mag	u	0.9	273.0	l	g	8.5	5.3	11	0
	This study	Two Island River	SLB01.9	SLB01	SLB01.9a	SLB01.9a:LP-DIR-T	hargrave 2015-11-08 09:36:55	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	953	868	K		2	hem	u	0.7	272.7	l	g	7.6	1.1	8	0
	This study	Two Island River	SLB01.9	SLB01	SLB01.9a	SLB01.9a:LP-DIR-T	hargrave 2015-11-08 09:36:55	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	573	K		2	mag	u	0.9	270.0	l	g	21.5	5.3	11	100
	This study	Two Island River	SLB01.9	SLB01	SLB01.9a	SLB01.9a:LP-DIR-T	hargrave 2015-11-08 09:36:55	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	953	868	K		2	hem	u	0.7	269.9	l	g	20.5	1.1	8	100
	This study	Two Island River	SLB02.1	SLB02	SLB02.1a	SLB02.1a:LP-DIR-T	hargrave 2015-11-08 09:39:27	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		2	mag	u	2.9	257.3	l	g	-42.9	4.2	11	-1
	This study	Two Island River	SLB02.1	SLB02	SLB02.1a	SLB02.1a:LP-DIR-T	hargrave 2015-11-08 09:39:27	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	953	868	K		2	hem	u	0.5	254.5	l	g	-45.7	1.0	8	-1
	This study	Two Island River	SLB02.1	SLB02	SLB02.1a	SLB02.1a:LP-DIR-T	hargrave 2015-11-08 09:39:27	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		2	mag	u	2.9	278.2	l	g	10.0	4.2	11	0
	This study	Two Island River	SLB02.1	SLB02	SLB02.1a	SLB02.1a:LP-DIR-T	hargrave 2015-11-08 09:39:27	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	953	868	K		2	hem	u	0.5	275.0	l	g	11.5	1.0	8	0
	This study	Two Island River	SLB02.1	SLB02	SLB02.1a	SLB02.1a:LP-DIR-T	hargrave 2015-11-08 09:39:27	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	573	K		2	mag	u	2.9	275.1	l	g	23.9	4.2	11	100
	This study	Two Island River	SLB02.1	SLB02	SLB02.1a	SLB02.1a:LP-DIR-T	hargrave 2015-11-08 09:39:27	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	953	868	K		2	hem	u	0.5	271.5	l	g	24.8	1.0	8	100
	This study	Two Island River	SLB02.2	SLB02	SLB02.2a	SLB02.2a:LP-DIR-T	hargrave 2015-11-08 09:42:39	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		2	mag	u	2.5	203.2	l	g	-16.4	3.5	11	-1
	This study	Two Island River	SLB02.2	SLB02	SLB02.2a	SLB02.2a:LP-DIR-T	hargrave 2015-11-08 09:42:39	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	953	868	K		2	hem	u	0.2	202.3	l	g	-20.1	0.3	8	-1
	This study	Two Island River	SLB02.2	SLB02	SLB02.2a	SLB02.2a:LP-DIR-T	hargrave 2015-11-08 09:42:39	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		2	mag	u	2.5	273.7	l	g	15.9	3.5	11	0
	This study	Two Island River	SLB02.2	SLB02	SLB02.2a	SLB02.2a:LP-DIR-T	hargrave 2015-11-08 09:42:39	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	953	868	K		2	hem	u	0.2	272.0	l	g	12.5	0.3	8	0
	This study	Two Island River	SLB02.2	SLB02	SLB02.2a	SLB02.2a:LP-DIR-T	hargrave 2015-11-08 09:42:39	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	573	K		2	mag	u	2.5	269.1	l	g	28.9	3.5	11	100
	This study	Two Island River	SLB02.2	SLB02	SLB02.2a	SLB02.2a:LP-DIR-T	hargrave 2015-11-08 09:42:39	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	953	868	K		2	hem	u	0.2	268.1	l	g	25.2	0.3	8	100
	This study	Two Island River	SLB02.3	SLB02	SLB02.3a	SLB02.3a:LP-DIR-T	hargrave 2015-11-08 09:44:19	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		2	mag	u	2.4	234.5	l	g	-19.1	2.7	11	-1
	This study	Two Island River	SLB02.3	SLB02	SLB02.3a	SLB02.3a:LP-DIR-T	hargrave 2015-11-08 09:44:19	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	953	868	K		2	hem	u	1.3	235.1	l	g	-25.7	1.4	8	-1
	This study	Two Island River	SLB02.3	SLB02	SLB02.3a	SLB02.3a:LP-DIR-T	hargrave 2015-11-08 09:44:19	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		2	mag	u	2.4	273.3	l	g	13.4	2.7	11	0
	This study	Two Island River	SLB02.3	SLB02	SLB02.3a	SLB02.3a:LP-DIR-T	hargrave 2015-11-08 09:44:19	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	953	868	K		2	hem	u	1.3	269.3	l	g	8.0	1.4	8	0
	This study	Two Island River	SLB02.3	SLB02	SLB02.3a	SLB02.3a:LP-DIR-T	hargrave 2015-11-08 09:44:19	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	573	K		2	mag	u	2.4	269.3	l	g	26.3	2.7	11	100
	This study	Two Island River	SLB02.3	SLB02	SLB02.3a	SLB02.3a:LP-DIR-T	hargrave 2015-11-08 09:44:19	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	953	868	K		2	hem	u	1.3	266.3	l	g	20.2	1.4	8	100
	This study	Two Island River	SLB02.4	SLB02	SLB02.4a	SLB02.4a:LP-DIR-T	hargrave 2015-11-08 09:45:54	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		2	mag	u	1.0	251.1	l	g	-16.6	2.3	11	-1
	This study	Two Island River	SLB02.4	SLB02	SLB02.4a	SLB02.4a:LP-DIR-T	hargrave 2015-11-08 09:45:54	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	953	853	K		2	hem	u	3.5	254.4	l	g	-18.0	4.1	9	-1
	This study	Two Island River	SLB02.4	SLB02	SLB02.4a	SLB02.4a:LP-DIR-T	hargrave 2015-11-08 09:45:54	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		2	mag	u	1.0	283.5	l	g	17.8	2.3	11	0
	This study	Two Island River	SLB02.4	SLB02	SLB02.4a	SLB02.4a:LP-DIR-T	hargrave 2015-11-08 09:45:54	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	953	853	K		2	hem	u	3.5	282.4	l	g	14.5	4.1	9	0
	This study	Two Island River	SLB02.4	SLB02	SLB02.4a	SLB02.4a:LP-DIR-T	hargrave 2015-11-08 09:45:54	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	573	K		2	mag	u	1.0	279.4	l	g	32.5	2.3	11	100
	This study	Two Island River	SLB02.4	SLB02	SLB02.4a	SLB02.4a:LP-DIR-T	hargrave 2015-11-08 09:45:54	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	953	853	K		2	hem	u	3.5	278.8	l	g	29.1	4.1	9	100
	This study	Two Island River	SLB02.5	SLB02	SLB02.5a	SLB02.5a:LP-DIR-T	hargrave 2015-11-08 09:47:27	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		2	mag	u	2.2	244.7	l	g	-13.7	3.6	11	-1
	This study	Two Island River	SLB02.5	SLB02	SLB02.5a	SLB02.5a:LP-DIR-T	hargrave 2015-11-08 09:47:27	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	953	868	K		2	hem	u	1.0	244.2	l	g	-16.7	0.5	8	-1
	This study	Two Island River	SLB02.5	SLB02	SLB02.5a	SLB02.5a:LP-DIR-T	hargrave 2015-11-08 09:47:27	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		2	mag	u	2.2	281.9	l	g	8.6	3.6	11	0
	This study	Two Island River	SLB02.5	SLB02	SLB02.5a	SLB02.5a:LP-DIR-T	hargrave 2015-11-08 09:47:27	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	953	868	K		2	hem	u	1.0	279.5	l	g	6.8	0.5	8	0
	This study	Two Island River	SLB02.5	SLB02	SLB02.5a	SLB02.5a:LP-DIR-T	hargrave 2015-11-08 09:47:27	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	573	K		2	mag	u	2.2	279.4	l	g	23.2	3.6	11	100
	This study	Two Island River	SLB02.5	SLB02	SLB02.5a	SLB02.5a:LP-DIR-T	hargrave 2015-11-08 09:47:27	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	953	868	K		2	hem	u	1.0	277.1	l	g	21.0	0.5	8	100
	This study	Two Island River	SLB02.6	SLB02	SLB02.6a	SLB02.6a:LP-DIR-T	hargrave 2015-11-08 09:48:59	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		2	mag	u	2.5	236.4	l	g	-10.4	3.9	11	-1
	This study	Two Island River	SLB02.6	SLB02	SLB02.6a	SLB02.6a:LP-DIR-T	hargrave 2015-11-08 09:48:59	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	953	853	K		2	hem	u	1.0	236.4	l	g	-13.7	1.5	9	-1
	This study	Two Island River	SLB02.6	SLB02	SLB02.6a	SLB02.6a:LP-DIR-T	hargrave 2015-11-08 09:48:59	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		2	mag	u	2.5	275.1	l	g	19.0	3.9	11	0
	This study	Two Island River	SLB02.6	SLB02	SLB02.6a	SLB02.6a:LP-DIR-T	hargrave 2015-11-08 09:48:59	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	953	853	K		2	hem	u	1.0	272.7	l	g	16.7	1.5	9	0
	This study	Two Island River	SLB02.6	SLB02	SLB02.6a	SLB02.6a:LP-DIR-T	hargrave 2015-11-08 09:48:59	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	573	K		2	mag	u	2.5	269.8	l	g	32.2	3.9	11	100
	This study	Two Island River	SLB02.6	SLB02	SLB02.6a	SLB02.6a:LP-DIR-T	hargrave 2015-11-08 09:48:59	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	953	853	K		2	hem	u	1.0	267.8	l	g	29.4	1.5	9	100
	This study	Two Island River	SLB02.7	SLB02	SLB02.7a	SLB02.7a:LP-DIR-T	hargrave 2015-11-08 09:50:35	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		2	mag	u	4.3	251.3	l	g	-7.1	3.3	11	-1
	This study	Two Island River	SLB02.7	SLB02	SLB02.7a	SLB02.7a:LP-DIR-T	hargrave 2015-11-08 09:50:35	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	953	868	K		2	hem	u	0.6	249.3	l	g	-12.5	0.4	8	-1
	This study	Two Island River	SLB02.7	SLB02	SLB02.7a	SLB02.7a:LP-DIR-T	hargrave 2015-11-08 09:50:35	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		2	mag	u	4.3	282.7	l	g	11.2	3.3	11	0
	This study	Two Island River	SLB02.7	SLB02	SLB02.7a	SLB02.7a:LP-DIR-T	hargrave 2015-11-08 09:50:35	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	953	868	K		2	hem	u	0.6	277.2	l	g	9.5	0.4	8	0
	This study	Two Island River	SLB02.7	SLB02	SLB02.7a	SLB02.7a:LP-DIR-T	hargrave 2015-11-08 09:50:35	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	573	K		2	mag	u	4.3	279.7	l	g	25.8	3.3	11	100
	This study	Two Island River	SLB02.7	SLB02	SLB02.7a	SLB02.7a:LP-DIR-T	hargrave 2015-11-08 09:50:35	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	953	868	K		2	hem	u	0.6	274.2	l	g	23.2	0.4	8	100
