tab 	er_locations
location_type	er_citation_names	location_end_lat	location_begin_lon	er_location_name	location_begin_lat	location_end_lon
Region	This study	47.7244	274.044128	Michipicoten Island	47.7022	274.3519
Outcrop	This study	47.53669	269.06	Two Island River	47.524091	269.07756
>>>>>>>>>>
tab 	er_samples
er_formation_name	sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_bed_dip	sample_lat	sample_azimuth	er_location_name	sample_declination_correction	sample_height	sample_dip	sample_type	magic_method_codes	sample_lon	sample_class
0	This study	25.4	18.4	0	pmagpy-3.2.1	u	SLB12.5		Two Island River	848.0	SLB12.5a	273	3.37e-07	4.29e-09	7.91e-09	1.27e-09	SLB12.5a:LP-DIR-T	14	SLB12	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	25.7	18.7	0	pmagpy-3.2.1	u	SLB12.5		Two Island River	853.0	SLB12.5a	273	3.14e-07	3.34e-09	4.51e-09	2.99e-09	SLB12.5a:LP-DIR-T	15	SLB12	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	26.0	17.1	0	pmagpy-3.2.1	u	SLB12.5		Two Island River	868.0	SLB12.5a	273	2.75e-07	3.21e-09	1.57e-09	1.54e-09	SLB12.5a:LP-DIR-T	16	SLB12	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	25.9	18.1	0	pmagpy-3.2.1	u	SLB12.5		Two Island River	883.0	SLB12.5a	273	2.27e-07	2.73e-09	1.36e-09	1.23e-09	SLB12.5a:LP-DIR-T	17	SLB12	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	26.8	18.5	0	pmagpy-3.2.1	u	SLB12.5		Two Island River	898.0	SLB12.5a	273	1.45e-07	1.67e-09	1.53e-09	5.16e-10	SLB12.5a:LP-DIR-T	18	SLB12	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	27.1	19.7	0	pmagpy-3.2.1	u	SLB12.5		Two Island River	913.0	SLB12.5a	273	7.28e-08	9.06e-10	9.55e-10	5.87e-10	SLB12.5a:LP-DIR-T	19	SLB12	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	27.6	19.1	0	pmagpy-3.2.1	u	SLB12.5		Two Island River	928.0	SLB12.5a	273	5.68e-08	7.48e-10	3.39e-10	6.44e-10	SLB12.5a:LP-DIR-T	20	SLB12	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	27.9	18.1	0	pmagpy-3.2.1	u	SLB12.5		Two Island River	938.0	SLB12.5a	273	4.71e-08	6.22e-10	9.11e-10	5.04e-10	SLB12.5a:LP-DIR-T	21	SLB12	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	28.3	16.8	0	pmagpy-3.2.1	u	SLB12.5		Two Island River	948.0	SLB12.5a	273	3.45e-08	4.79e-10	5.95e-10	2.42e-10	SLB12.5a:LP-DIR-T	22	SLB12	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	26.9	19.5	0	pmagpy-3.2.1	u	SLB12.5		Two Island River	953.0	SLB12.5a	273	2.55e-08	2.90e-10	5.01e-10	5.18e-10	SLB12.5a:LP-DIR-T	23	SLB12	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	26.4	309.1	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	273	SLB12.6a	273	7.58e-07	2.37e-09	1.20e-08	1.15e-08	SLB12.6a:LP-DIR-T	1	SLB12	1	1.2	g	LT-NO:LP-DIR-T
0	This study	26.3	308.7	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	77	SLB12.6a	273	7.52e-07	2.39e-09	4.83e-09	6.50e-09	SLB12.6a:LP-DIR-T	2	SLB12	1	0.5	g	LT-LT-Z:LP-DIR-T
0	This study	26.4	310.8	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	373.0	SLB12.6a	273	7.49e-07	1.53e-09	1.53e-08	1.72e-08	SLB12.6a:LP-DIR-T	3	SLB12	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	25.7	308.6	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	473.0	SLB12.6a	273	7.38e-07	2.61e-09	2.61e-08	2.91e-08	SLB12.6a:LP-DIR-T	4	SLB12	1	3.0	g	LT-T-Z:LP-DIR-T
0	This study	25.4	310.6	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	573.0	SLB12.6a	273	7.15e-07	2.08e-09	6.85e-09	1.22e-08	SLB12.6a:LP-DIR-T	5	SLB12	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	25.6	307.4	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	673.0	SLB12.6a	273	5.75e-07	1.06e-09	5.39e-09	5.71e-09	SLB12.6a:LP-DIR-T	6	SLB12	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	25.7	307.7	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	723.0	SLB12.6a	273	5.21e-07	1.36e-09	3.28e-09	4.15e-09	SLB12.6a:LP-DIR-T	7	SLB12	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	25.9	308.6	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	748.0	SLB12.6a	273	4.99e-07	1.27e-09	7.96e-09	9.77e-09	SLB12.6a:LP-DIR-T	8	SLB12	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	25.9	307.0	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	773.0	SLB12.6a	273	4.69e-07	1.92e-09	5.30e-09	5.30e-09	SLB12.6a:LP-DIR-T	9	SLB12	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	26.3	308.4	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	798.0	SLB12.6a	273	4.43e-07	1.32e-09	4.61e-09	5.75e-09	SLB12.6a:LP-DIR-T	10	SLB12	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	26.4	307.8	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	823.0	SLB12.6a	273	4.09e-07	1.21e-09	2.18e-09	5.06e-09	SLB12.6a:LP-DIR-T	11	SLB12	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	26.4	308.0	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	833.0	SLB12.6a	273	3.89e-07	1.29e-09	3.74e-09	3.83e-09	SLB12.6a:LP-DIR-T	12	SLB12	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	26.6	307.2	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	843.0	SLB12.6a	273	3.71e-07	1.22e-09	9.99e-09	1.29e-08	SLB12.6a:LP-DIR-T	13	SLB12	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	26.6	310.4	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	848.0	SLB12.6a	273	3.67e-07	1.19e-09	8.48e-09	8.74e-09	SLB12.6a:LP-DIR-T	14	SLB12	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	26.6	308.4	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	853.0	SLB12.6a	273	3.48e-07	1.13e-09	2.70e-09	4.18e-09	SLB12.6a:LP-DIR-T	15	SLB12	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	26.6	307.6	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	868.0	SLB12.6a	273	3.14e-07	9.93e-10	3.44e-09	4.36e-09	SLB12.6a:LP-DIR-T	16	SLB12	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	26.7	309.7	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	883.0	SLB12.6a	273	2.64e-07	9.82e-10	2.83e-09	3.67e-09	SLB12.6a:LP-DIR-T	17	SLB12	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	27.1	308.9	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	898.0	SLB12.6a	273	1.86e-07	8.00e-10	1.30e-09	1.48e-09	SLB12.6a:LP-DIR-T	18	SLB12	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	27.4	308.5	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	913.0	SLB12.6a	273	8.99e-08	3.98e-10	1.04e-09	8.26e-10	SLB12.6a:LP-DIR-T	19	SLB12	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	27.8	309.2	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	928.0	SLB12.6a	273	6.70e-08	3.35e-10	1.07e-09	1.11e-09	SLB12.6a:LP-DIR-T	20	SLB12	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	27.7	306.6	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	938.0	SLB12.6a	273	5.60e-08	2.89e-10	7.70e-10	8.10e-10	SLB12.6a:LP-DIR-T	21	SLB12	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	28.0	309.2	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	948.0	SLB12.6a	273	4.51e-08	3.03e-10	3.72e-10	4.52e-10	SLB12.6a:LP-DIR-T	22	SLB12	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	27.2	309.8	0	pmagpy-3.2.1	u	SLB12.6		Two Island River	953.0	SLB12.6a	273	3.74e-08	1.06e-10	6.82e-10	6.48e-10	SLB12.6a:LP-DIR-T	23	SLB12	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	-02.1	168.7	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	273	SLB12.7a	273	1.05e-06	4.41e-09	3.21e-08	6.04e-09	SLB12.7a:LP-DIR-T	1	SLB12	1	1.8	g	LT-NO:LP-DIR-T
0	This study	-02.1	169.0	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	77	SLB12.7a	273	1.05e-06	5.64e-09	2.63e-08	6.86e-09	SLB12.7a:LP-DIR-T	2	SLB12	1	1.5	g	LT-LT-Z:LP-DIR-T
0	This study	-02.3	168.5	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	373.0	SLB12.7a	273	1.05e-06	3.73e-09	2.42e-08	6.42e-09	SLB12.7a:LP-DIR-T	3	SLB12	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-02.3	170.3	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	473.0	SLB12.7a	273	1.04e-06	6.26e-09	2.42e-08	3.42e-09	SLB12.7a:LP-DIR-T	4	SLB12	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	-02.5	169.0	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	573.0	SLB12.7a	273	9.67e-07	3.80e-09	6.63e-09	2.54e-09	SLB12.7a:LP-DIR-T	5	SLB12	1	0.4	g	LT-T-Z:LP-DIR-T
0	This study	-02.3	168.3	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	673.0	SLB12.7a	273	6.68e-07	6.08e-09	3.44e-09	2.86e-09	SLB12.7a:LP-DIR-T	6	SLB12	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	-02.1	166.9	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	723.0	SLB12.7a	273	3.96e-07	2.33e-09	2.12e-09	1.41e-09	SLB12.7a:LP-DIR-T	7	SLB12	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	-01.7	168.7	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	748.0	SLB12.7a	273	2.21e-07	1.31e-09	4.18e-09	1.36e-09	SLB12.7a:LP-DIR-T	8	SLB12	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-01.1	168.1	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	773.0	SLB12.7a	273	1.39e-07	9.44e-10	1.81e-09	5.67e-10	SLB12.7a:LP-DIR-T	9	SLB12	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-00.8	170.1	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	798.0	SLB12.7a	273	9.92e-08	4.83e-10	1.27e-09	2.48e-10	SLB12.7a:LP-DIR-T	10	SLB12	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-00.7	170.4	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	823.0	SLB12.7a	273	6.68e-08	3.23e-10	1.02e-09	4.14e-10	SLB12.7a:LP-DIR-T	11	SLB12	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-00.1	174.0	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	833.0	SLB12.7a	273	5.31e-08	4.59e-10	1.59e-09	1.50e-10	SLB12.7a:LP-DIR-T	12	SLB12	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	00.0	171.8	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	843.0	SLB12.7a	273	4.51e-08	3.23e-10	2.44e-09	4.07e-10	SLB12.7a:LP-DIR-T	13	SLB12	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	00.4	170.2	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	848.0	SLB12.7a	273	4.36e-08	3.71e-10	6.87e-10	4.13e-10	SLB12.7a:LP-DIR-T	14	SLB12	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	00.5	172.1	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	853.0	SLB12.7a	273	3.84e-08	2.91e-10	1.04e-09	2.45e-10	SLB12.7a:LP-DIR-T	15	SLB12	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	00.9	168.0	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	868.0	SLB12.7a	273	3.24e-08	2.60e-10	1.27e-09	5.38e-10	SLB12.7a:LP-DIR-T	16	SLB12	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	01.3	172.9	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	883.0	SLB12.7a	273	2.74e-08	2.44e-10	5.60e-10	2.01e-10	SLB12.7a:LP-DIR-T	17	SLB12	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	01.3	172.4	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	898.0	SLB12.7a	273	2.27e-08	2.55e-10	8.80e-10	4.03e-10	SLB12.7a:LP-DIR-T	18	SLB12	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	01.4	170.9	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	913.0	SLB12.7a	273	1.78e-08	2.23e-10	3.89e-10	4.29e-10	SLB12.7a:LP-DIR-T	19	SLB12	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	02.4	170.3	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	928.0	SLB12.7a	273	1.29e-08	2.02e-10	3.17e-10	2.38e-10	SLB12.7a:LP-DIR-T	20	SLB12	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	01.8	170.7	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	938.0	SLB12.7a	273	9.27e-09	1.92e-10	3.51e-10	1.71e-10	SLB12.7a:LP-DIR-T	21	SLB12	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	00.5	169.2	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	948.0	SLB12.7a	273	6.26e-09	1.82e-10	1.27e-10	1.35e-10	SLB12.7a:LP-DIR-T	22	SLB12	1	2.0	g	LT-T-Z:LP-DIR-T
0	This study	00.9	173.4	0	pmagpy-3.2.1	u	SLB12.7		Two Island River	953.0	SLB12.7a	273	5.23e-09	2.22e-10	2.05e-10	8.25e-11	SLB12.7a:LP-DIR-T	23	SLB12	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	03.6	184.1	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	273	SLB12.8a	273	1.26e-06	4.70e-09	1.02e-08	3.86e-09	SLB12.8a:LP-DIR-T	1	SLB12	1	0.5	g	LT-NO:LP-DIR-T
0	This study	03.6	186.1	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	77	SLB12.8a	273	1.26e-06	5.28e-09	2.42e-08	4.34e-09	SLB12.8a:LP-DIR-T	2	SLB12	1	1.1	g	LT-LT-Z:LP-DIR-T
0	This study	03.5	185.3	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	373.0	SLB12.8a	273	1.26e-06	3.37e-09	2.59e-08	3.71e-09	SLB12.8a:LP-DIR-T	3	SLB12	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	03.4	187.1	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	473.0	SLB12.8a	273	1.24e-06	2.78e-09	6.85e-08	1.33e-08	SLB12.8a:LP-DIR-T	4	SLB12	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	03.2	186.2	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	573.0	SLB12.8a	273	1.16e-06	2.48e-09	1.03e-08	4.16e-09	SLB12.8a:LP-DIR-T	5	SLB12	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	03.6	183.7	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	673.0	SLB12.8a	273	7.93e-07	3.51e-09	3.38e-08	4.90e-09	SLB12.8a:LP-DIR-T	6	SLB12	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	03.7	186.5	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	723.0	SLB12.8a	273	5.34e-07	1.36e-09	1.08e-08	2.68e-09	SLB12.8a:LP-DIR-T	7	SLB12	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	04.3	187.0	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	748.0	SLB12.8a	273	3.07e-07	7.79e-10	1.66e-08	1.83e-09	SLB12.8a:LP-DIR-T	8	SLB12	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	04.8	183.7	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	773.0	SLB12.8a	273	1.86e-07	5.02e-10	9.19e-10	5.74e-10	SLB12.8a:LP-DIR-T	9	SLB12	1	0.3	g	LT-T-Z:LP-DIR-T
0	This study	05.2	185.1	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	798.0	SLB12.8a	273	1.38e-07	2.96e-10	1.00e-09	3.75e-10	SLB12.8a:LP-DIR-T	10	SLB12	1	0.4	g	LT-T-Z:LP-DIR-T
0	This study	05.8	186.4	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	823.0	SLB12.8a	273	9.88e-08	2.65e-10	1.10e-09	2.23e-10	SLB12.8a:LP-DIR-T	11	SLB12	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	06.3	184.8	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	833.0	SLB12.8a	273	8.21e-08	2.34e-10	3.82e-09	3.28e-10	SLB12.8a:LP-DIR-T	12	SLB12	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	06.5	188.1	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	843.0	SLB12.8a	273	7.05e-08	1.94e-10	1.84e-09	4.28e-10	SLB12.8a:LP-DIR-T	13	SLB12	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	07.1	187.1	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	848.0	SLB12.8a	273	6.81e-08	2.55e-10	8.30e-10	3.83e-10	SLB12.8a:LP-DIR-T	14	SLB12	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	07.5	187.6	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	853.0	SLB12.8a	273	6.11e-08	1.89e-10	9.99e-10	1.93e-10	SLB12.8a:LP-DIR-T	15	SLB12	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	07.6	187.4	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	868.0	SLB12.8a	273	5.21e-08	1.05e-10	1.64e-09	2.86e-10	SLB12.8a:LP-DIR-T	16	SLB12	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	08.2	188.4	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	883.0	SLB12.8a	273	4.37e-08	1.01e-10	7.90e-10	3.66e-10	SLB12.8a:LP-DIR-T	17	SLB12	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	09.0	189.6	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	898.0	SLB12.8a	273	3.52e-08	1.02e-10	6.06e-10	2.41e-10	SLB12.8a:LP-DIR-T	18	SLB12	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	09.1	187.9	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	913.0	SLB12.8a	273	2.81e-08	1.02e-10	3.66e-10	1.79e-10	SLB12.8a:LP-DIR-T	19	SLB12	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	09.8	189.1	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	928.0	SLB12.8a	273	2.28e-08	6.90e-11	4.35e-10	4.01e-10	SLB12.8a:LP-DIR-T	20	SLB12	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	09.6	188.0	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	938.0	SLB12.8a	273	1.81e-08	3.78e-11	4.52e-10	3.28e-10	SLB12.8a:LP-DIR-T	21	SLB12	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	09.9	189.6	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	948.0	SLB12.8a	273	1.28e-08	2.87e-11	4.00e-10	2.30e-10	SLB12.8a:LP-DIR-T	22	SLB12	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	07.0	189.5	0	pmagpy-3.2.1	u	SLB12.8		Two Island River	953.0	SLB12.8a	273	9.25e-09	9.08e-11	1.82e-10	1.32e-10	SLB12.8a:LP-DIR-T	23	SLB12	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	-12.2	187.8	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	273	SLB12.9a	273	7.99e-07	3.10e-09	3.09e-08	6.39e-09	SLB12.9a:LP-DIR-T	1	SLB12	1	2.3	g	LT-NO:LP-DIR-T
0	This study	-12.3	188.0	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	77	SLB12.9a	273	7.93e-07	4.17e-09	2.89e-08	6.17e-09	SLB12.9a:LP-DIR-T	2	SLB12	1	2.1	g	LT-LT-Z:LP-DIR-T
0	This study	-12.5	188.6	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	373.0	SLB12.9a	273	7.91e-07	2.86e-09	4.32e-08	7.69e-09	SLB12.9a:LP-DIR-T	3	SLB12	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	-12.7	190.6	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	473.0	SLB12.9a	273	7.79e-07	5.04e-09	4.04e-08	5.97e-09	SLB12.9a:LP-DIR-T	4	SLB12	1	3.0	g	LT-T-Z:LP-DIR-T
0	This study	-14.1	212.0	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	573.0	SLB12.9a	273	6.79e-07	3.88e-09	2.53e-07	1.56e-07	SLB12.9a:LP-DIR-T	5	SLB12	1	23.7	b	LT-T-Z:LP-DIR-T
0	This study	-13.0	190.0	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	573.0	SLB12.9a	273	7.36e-07	3.83e-09	2.25e-08	3.45e-09	SLB12.9a:LP-DIR-T	6	SLB12	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	-12.9	187.5	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	673.0	SLB12.9a	273	5.66e-07	3.05e-09	1.72e-08	2.27e-09	SLB12.9a:LP-DIR-T	7	SLB12	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	-12.7	187.7	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	723.0	SLB12.9a	273	5.14e-07	2.96e-09	2.90e-08	3.14e-09	SLB12.9a:LP-DIR-T	8	SLB12	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	-12.5	185.8	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	748.0	SLB12.9a	273	4.90e-07	2.68e-09	2.81e-08	2.22e-09	SLB12.9a:LP-DIR-T	9	SLB12	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	-12.2	189.5	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	773.0	SLB12.9a	273	4.53e-07	1.56e-09	8.81e-09	1.69e-09	SLB12.9a:LP-DIR-T	10	SLB12	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	-11.8	187.5	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	798.0	SLB12.9a	273	4.19e-07	1.02e-09	2.49e-09	1.38e-09	SLB12.9a:LP-DIR-T	11	SLB12	1	0.4	g	LT-T-Z:LP-DIR-T
0	This study	-11.5	185.8	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	823.0	SLB12.9a	273	3.80e-07	1.94e-09	4.98e-09	1.33e-09	SLB12.9a:LP-DIR-T	12	SLB12	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	-11.4	188.0	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	833.0	SLB12.9a	273	3.58e-07	1.26e-09	7.32e-09	1.11e-09	SLB12.9a:LP-DIR-T	13	SLB12	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	-11.4	187.3	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	843.0	SLB12.9a	273	3.36e-07	1.49e-09	7.59e-09	9.60e-10	SLB12.9a:LP-DIR-T	14	SLB12	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	-11.1	188.4	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	848.0	SLB12.9a	273	3.29e-07	1.45e-09	1.51e-08	1.68e-09	SLB12.9a:LP-DIR-T	15	SLB12	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	-11.1	188.7	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	853.0	SLB12.9a	273	3.13e-07	1.31e-09	3.85e-09	8.92e-10	SLB12.9a:LP-DIR-T	16	SLB12	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	-10.8	185.4	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	868.0	SLB12.9a	273	2.73e-07	1.16e-09	2.22e-08	2.05e-09	SLB12.9a:LP-DIR-T	17	SLB12	1	4.7	g	LT-T-Z:LP-DIR-T
0	This study	-10.6	189.9	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	883.0	SLB12.9a	273	2.22e-07	1.23e-09	9.99e-09	1.43e-09	SLB12.9a:LP-DIR-T	18	SLB12	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	-10.1	187.4	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	898.0	SLB12.9a	273	1.43e-07	4.78e-10	9.70e-09	1.26e-09	SLB12.9a:LP-DIR-T	19	SLB12	1	3.9	g	LT-T-Z:LP-DIR-T
0	This study	-09.8	186.0	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	913.0	SLB12.9a	273	8.18e-08	2.35e-10	5.12e-09	5.31e-10	SLB12.9a:LP-DIR-T	20	SLB12	1	3.6	g	LT-T-Z:LP-DIR-T
0	This study	-09.4	186.3	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	928.0	SLB12.9a	273	6.51e-08	1.75e-10	1.07e-09	2.75e-10	SLB12.9a:LP-DIR-T	21	SLB12	1	1.0	g	LT-T-Z:LP-DIR-T
0	This study	-09.1	188.3	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	938.0	SLB12.9a	273	5.46e-08	1.37e-10	3.12e-09	5.03e-10	SLB12.9a:LP-DIR-T	22	SLB12	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	-08.6	186.8	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	948.0	SLB12.9a	273	4.06e-08	1.01e-10	6.53e-10	2.40e-10	SLB12.9a:LP-DIR-T	23	SLB12	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	-10.3	187.9	0	pmagpy-3.2.1	u	SLB12.9		Two Island River	953.0	SLB12.9a	273	2.92e-08	2.66e-10	4.69e-10	2.89e-10	SLB12.9a:LP-DIR-T	24	SLB12	1	1.1	g	LT-T-Z:LP-DIR-T
